rxn,r1_radius,r2_radius,alpha_angle,psi_1_dihedral,psi_2_dihedral,A_forward,A_unit_forward,n_forward,Ea_forward,Ea_unit_forward,T0_forward,T0_unit_forward,Tmin_forward,Tmin_unit_forward,Tmax_forward,Tmax_unit_forward,dA_forward,dn_forward,dEa_forward,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol,A_reverse,A_unit_reverse,n_reverse,Ea_reverse,Ea_unit_reverse,T0_reverse,T0_unit_reverse,Tmin_reverse,Tmin_unit_reverse,Tmax_reverse,Tmax_unit_reverse,dA_reverse,dn_reverse,dEa_reverse,group
rmg_rxn_16466,1.204180316561692,1.397755930945815,172.46324810819127,27.75347768983744,37.52816048407387,0.000748133,cm^3/(mol*s),3.95043,0.0021702,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20332,0.024107,0.137861,54.73,72.44,0.0,0.000334995,cm^3/(mol*s),4.28453,55.6623,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32746,0.0368962,0.210999,ZEUS
rmg_rxn_374,1.2159370335695916,1.350658312752569,166.77804187099318,332.5202077340153,352.59321813002265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_1134,1.2545116068491995,1.260751312010092,145.54067732249445,76.09197847398971,-10.0,92732.7,cm^3/(mol*s),2.5618,0.197855,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12449,0.0152827,0.0873973,5.6,16.5,0.0,149.214,cm^3/(mol*s),2.58497,0.615132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26912,0.0310417,0.177519,ATLAS
rxn_135,1.400279233537774,1.4630865111048803,177.24874793486381,339.9011631390116,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_321,1.2076736765208915,1.285458700192469,172.8383733700686,359.98464957464535,299.7206232082115,0.0119926,cm^3/(mol*s),4.67917,25.9041,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84214,0.0795742,0.455063,0.0,48.92,16.16,0.0179016,cm^3/(mol*s),4.39639,8.22488,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55228,0.0572746,0.327537,ZEUS
rxn_5,1.1808529585179108,1.3405234611845729,173.52657552086572,353.41909504465804,77.16932590032873,0.145124,cm^3/(mol*s),3.48982,-5.51628,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07514,0.00943702,0.0539677,63.66,71.35,0.0,0.104839,cm^3/(mol*s),4.01389,60.205,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15594,0.0188756,0.107944,ZEUS
rxn_1386,1.329258110025951,1.3971127250181985,176.01312750829842,113.92631618586552,197.3373547658844,1.9262e-05,cm^3/(mol*s),5.18493,18.6075,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49686,0.119184,0.68158,40.6,81.87,0.0,0.000161039,cm^3/(mol*s),4.86373,59.8766,kJ/mol,1.0,K,300.0,K,3000.0,K,2.33902,0.110679,0.63294,ZEUS
rxn_889,1.3086116960348266,1.3808939496450554,178.04041224366205,352.6858258704854,63.37453604462039,9.03313e-05,cm^3/(mol*s),4.84162,48.9153,kJ/mol,1.0,K,300.0,K,3000.0,K,2.05947,0.0941,0.538132,0.0,71.68,33.38,4.23057e-05,cm^3/(mol*s),4.64718,15.5665,kJ/mol,1.0,K,300.0,K,3000.0,K,1.97347,0.0885436,0.506356,ZEUS
rxn_1389,1.1781193497823312,1.187404678936016,174.58025304446574,-10.0,119.89965697517144,2679370.0,cm^3/(mol*s),2.18603,9.38775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14979,0.0181809,0.103972,116.97,135.26,0.0,1997.06,cm^3/(mol*s),2.48845,120.533,kJ/mol,1.0,K,300.0,K,3000.0,K,1.142,0.0172946,0.0989031,ZEUS
rxn_1165,1.3001112486848612,1.4258451264586895,172.47401124496363,335.11371102839445,264.4010596204071,7.81302e-05,cm^3/(mol*s),4.83224,13.9917,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96587,0.0880416,0.503485,72.1,105.08,0.0,0.00767545,cm^3/(mol*s),4.52355,87.247,kJ/mol,1.0,K,300.0,K,3000.0,K,1.80511,0.0769289,0.439935,ZEUS
rmg_rxn_4,1.1629428983759769,1.4137486062013482,157.3208682198526,147.00163028435895,314.6861080202886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_691,1.2927875218918763,1.4211307296429394,175.74698540264825,293.38858168591287,55.22707902757491,0.00786446,cm^3/(mol*s),3.87512,7.24211,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21743,0.0256258,0.146547,114.79,137.06,0.0,0.00326669,cm^3/(mol*s),4.27477,123.353,kJ/mol,1.0,K,300.0,K,3000.0,K,1.38572,0.0424909,0.242994,ATLAS
rmg_rxn_15634,1.237449631484745,1.308747057688265,178.31774942579688,41.472139938724446,-10.0,597381.0,cm^3/(mol*s),2.41346,-0.776831,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14218,0.0173149,0.0990191,22.89,29.03,0.0,3502.58,cm^3/(mol*s),2.4801,17.721,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23559,0.0275542,0.157575,ZEUS
rxn_101,1.2881923628679146,1.3011086999724435,172.1741972362144,305.4346648667607,273.37218083380367,0.00125653,cm^3/(mol*s),4.51362,9.69897,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72267,0.0708402,0.405116,23.4,56.6,0.0,0.000211525,cm^3/(mol*s),4.32094,31.3555,kJ/mol,1.0,K,300.0,K,3000.0,K,1.57005,0.0587569,0.336015,ZEUS
rxn_1062,1.3234105077015357,1.375212306191382,176.45006793282172,267.5974256966015,117.1147661778464,4.7104e-06,cm^3/(mol*s),5.17211,45.4453,kJ/mol,1.0,K,300.0,K,3000.0,K,2.76679,0.132555,0.758046,0.0,68.09,5.82,7.35497e-06,cm^3/(mol*s),4.89729,38.34,kJ/mol,1.0,K,300.0,K,3000.0,K,2.62273,0.12559,0.718214,ZEUS
rmg_rxn_382,1.2460466812475943,1.2664363756308954,175.09398529968544,351.71603727319985,64.51554526754934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1995,1.2232393087188451,1.5267861365474669,174.32031242402965,188.64639448271555,244.2610923943097,2.34713,cm^3/(mol*s),3.74484,4.94015,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14078,0.0171552,0.0981059,121.86,140.13,0.0,1.1387,cm^3/(mol*s),4.13703,127.441,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26507,0.0306258,0.17514,ZEUS
rxn_1263,1.323720742713716,1.376231379092827,175.31868295897584,51.569112165999016,34.909464096259434,3.49708e-07,cm^3/(mol*s),5.3482,47.7204,kJ/mol,1.0,K,300.0,K,3000.0,K,3.29966,0.155496,0.889241,0.0,74.14,15.08,1.70236e-07,cm^3/(mol*s),5.34206,32.0922,kJ/mol,1.0,K,300.0,K,3000.0,K,3.28308,0.15484,0.885487,ZEUS
rxn_179,1.30118561379272,1.3555002786009196,179.0531510853539,179.9838512318086,269.74047735013096,0.0554082,cm^3/(mol*s),4.32738,6.79005,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42695,0.0463094,0.264831,60.6,80.36,0.0,0.727191,cm^3/(mol*s),4.02773,67.0468,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30626,0.0347991,0.199006,ZEUS
rxn_1974,1.2743765522197643,1.4440513263361734,172.6271175756323,306.0350462843242,76.49968993925476,0.000530228,cm^3/(mol*s),4.13784,14.044,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4706,0.0502342,0.287275,52.72,86.83,0.0,0.000574959,cm^3/(mol*s),4.44766,69.0779,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61966,0.0628092,0.359189,ZEUS
rxn_866,1.284185860622639,1.4263475939352843,177.39454043628396,359.92391816482234,240.83907748505703,0.00520507,cm^3/(mol*s),4.58102,87.6624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69962,0.0690859,0.395083,0.0,108.84,78.42,0.0207469,cm^3/(mol*s),4.32689,9.43403,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6015,0.0613407,0.350791,ZEUS
rxn_317,1.2967378474869085,1.3698455258455076,179.83912606369393,263.7388251564062,141.7398953391604,0.0569509,cm^3/(mol*s),4.62999,10.7722,kJ/mol,1.0,K,300.0,K,3000.0,K,1.70417,0.0694337,0.397072,31.48,61.26,0.0,2.48858,cm^3/(mol*s),4.24415,42.1317,kJ/mol,1.0,K,300.0,K,3000.0,K,1.51989,0.054528,0.31183,ZEUS
rmg_rxn_178,1.331214318670353,1.3583272645186764,175.7314188966485,337.34179611184214,343.9419740403498,7.41344e-06,cm^3/(mol*s),4.89114,29.1729,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29327,0.108106,0.618226,0.0,53.11,0.1,1.82626e-06,cm^3/(mol*s),4.84739,28.4299,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29619,0.108272,0.619176,ATLAS
rxn_1902,1.3390410217912878,1.3612599951006694,173.57141882555206,288.25715737854165,323.1692271025603,6.99102e-06,cm^3/(mol*s),5.11346,26.3992,kJ/mol,1.0,K,300.0,K,3000.0,K,2.3494,0.111255,0.636237,0.0,48.76,6.12,2.31629e-05,cm^3/(mol*s),4.82693,19.8141,kJ/mol,1.0,K,300.0,K,3000.0,K,2.17899,0.101447,0.580149,ZEUS
rxn_1508,1.3155483540659694,1.3784310708147904,175.8846224921421,144.01775182093087,31.02143514329084,1.73147e-07,cm^3/(mol*s),5.08297,54.9782,kJ/mol,1.0,K,300.0,K,3000.0,K,2.54715,0.121781,0.696434,0.0,77.86,33.07,1.26562e-06,cm^3/(mol*s),4.99434,22.557,kJ/mol,1.0,K,300.0,K,3000.0,K,2.46956,0.117752,0.673394,ZEUS
rxn_745,1.2825824043317322,1.4434729339155117,174.19556077745924,247.314436621472,162.3290194231281,0.000549662,cm^3/(mol*s),4.05628,4.74428,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30986,0.035157,0.201053,94.04,112.84,0.0,0.00468295,cm^3/(mol*s),4.15603,99.2814,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32966,0.0371112,0.212229,ZEUS
rxn_1821,1.2976836934825,1.4017468300408171,175.92687481966914,319.4388637842709,343.6821089541322,2.13225e-05,cm^3/(mol*s),4.72761,59.6132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99476,0.0899412,0.514349,0.0,81.64,44.5,4.92078e-05,cm^3/(mol*s),4.63552,15.4119,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89973,0.0835835,0.477991,ZEUS
rxn_1268,1.3253728288062303,1.361151225392032,175.7000707047406,133.83066494271856,48.17211701458988,2.07309e-06,cm^3/(mol*s),5.10687,38.8101,kJ/mol,1.0,K,300.0,K,3000.0,K,2.62506,0.125706,0.718878,0.0,62.48,12.68,3.94328e-06,cm^3/(mol*s),5.04363,26.9099,kJ/mol,1.0,K,300.0,K,3000.0,K,2.59444,0.124178,0.710139,ZEUS
rmg_rxn_16468,1.2700661808702267,1.3551210952504074,174.95448046346834,189.43797297759104,129.4576076884339,8.53153e-05,cm^3/(mol*s),4.51835,5.35133,kJ/mol,1.0,K,300.0,K,3000.0,K,1.57326,0.0590233,0.337538,26.88,52.48,0.0,0.00013417,cm^3/(mol*s),4.62436,32.6359,kJ/mol,1.0,K,300.0,K,3000.0,K,1.66399,0.0663265,0.379303,ZEUS
rxn_1661,1.2550461006056255,1.450683265051713,173.01844264705022,359.97849669005507,180.01598769445437,0.00209304,cm^3/(mol*s),4.60839,70.5215,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03306,0.0924188,0.528518,0.0,87.31,33.69,5.29151e-05,cm^3/(mol*s),4.52574,34.6184,kJ/mol,1.0,K,300.0,K,3000.0,K,1.97395,0.0885753,0.506538,ZEUS
rxn_1284,1.264486295107676,1.4439220441555662,175.37109754151473,199.67902359085488,327.4572875606621,0.000116819,cm^3/(mol*s),4.62692,77.0805,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73425,0.0717129,0.410106,0.0,93.31,61.57,0.000210597,cm^3/(mol*s),4.35559,15.3563,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65037,0.0652555,0.373178,ZEUS
rmg_rxn_15604,1.3186491471185242,1.390136547242701,175.13130601113795,111.6272376938959,10.471876701301271,4.40418e-06,cm^3/(mol*s),4.80072,17.3524,kJ/mol,1.0,K,300.0,K,3000.0,K,2.12382,0.0981076,0.56105,23.47,63.66,0.0,3.65151e-07,cm^3/(mol*s),4.93549,39.3551,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21768,0.10374,0.593259,ZEUS
rmg_rxn_15675,1.2350002588433986,1.3750084096478004,169.3368381927425,358.02024990171736,18.17853186989128,0.000507733,cm^3/(mol*s),4.34232,3.52301,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43782,0.0472981,0.270485,42.77,67.58,0.0,0.000972424,cm^3/(mol*s),4.46889,46.3539,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5615,0.0580462,0.33195,ZEUS
rxn_694,1.1368324773468597,1.286194494994265,157.77969014390132,84.4843629544832,324.772236475992,26.9606,cm^3/(mol*s),3.33343,-6.94002,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12034,0.0148007,0.0846412,98.68,103.13,0.0,6.80758,cm^3/(mol*s),3.52629,91.6044,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07776,0.00975348,0.0557775,ZEUS
rxn_833,1.2403130453795264,1.490388834736723,174.62059550075332,255.0696953555832,67.54368381455664,0.291518,cm^3/(mol*s),4.22098,146.578,kJ/mol,1.0,K,300.0,K,3000.0,K,1.39684,0.0435319,0.248947,0.0,161.39,137.36,0.549439,cm^3/(mol*s),3.97836,9.07601,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28625,0.0327885,0.187509,ZEUS
rxn_1598,1.2312622902348755,1.4886972241531908,175.41142807834086,346.2235763028085,356.8619778250912,2.7179,cm^3/(mol*s),3.70741,114.898,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0627,0.00792103,0.0452982,0.0,123.04,118.85,0.706455,cm^3/(mol*s),3.60832,-3.80429,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05137,0.00652458,0.0373123,ZEUS
rxn_192,0.9030059432386492,1.1986179897267648,169.09176889919502,-10.0,359.9708012245263,3221.2,cm^3/(mol*s),2.97279,22.0375,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75157,0.0730076,0.41751,10.02,51.3,0.0,48.2701,cm^3/(mol*s),3.29047,28.6553,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46558,0.049789,0.28473,ZEUS
rxn_1503,1.2921503709765767,1.4204110794352878,174.47865207630537,80.98824368020524,18.04214321530493,2.77237e-05,cm^3/(mol*s),4.53963,60.2714,kJ/mol,1.0,K,300.0,K,3000.0,K,1.68599,0.0680374,0.389087,0.0,76.96,46.03,5.5668e-05,cm^3/(mol*s),4.32357,13.811,kJ/mol,1.0,K,300.0,K,3000.0,K,1.6098,0.0620136,0.354639,ZEUS
rxn_1187,1.223618052911907,1.5083048120545444,177.81485931466892,240.96710374172184,245.6861774038679,0.565197,cm^3/(mol*s),3.68151,-2.0458,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08145,0.0101988,0.0583241,143.51,147.22,0.0,1.44514,cm^3/(mol*s),3.66118,142.057,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07836,0.0098267,0.0561962,ZEUS
rxn_1366,1.2671316621380788,1.436005935449474,176.26085377617218,128.37601804482108,178.0945815844976,0.0029799,cm^3/(mol*s),4.31532,9.94019,kJ/mol,1.0,K,300.0,K,3000.0,K,1.54984,0.0570696,0.326365,81.03,109.77,0.0,0.00532497,cm^3/(mol*s),4.42011,93.4765,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61981,0.062821,0.359256,ZEUS
rmg_rxn_1454,1.3378931198653743,1.3566031861898964,174.6385413858765,18.923161107035607,22.468753497318048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1271,1.342930654858677,1.352618295710579,172.2221660624037,67.4339491156267,20.142709358282318,3.33381e-06,cm^3/(mol*s),5.18777,27.68,kJ/mol,1.0,K,300.0,K,3000.0,K,2.82618,0.135321,0.773864,14.86,67.05,0.0,6.11444e-08,cm^3/(mol*s),5.16888,39.9306,kJ/mol,1.0,K,300.0,K,3000.0,K,2.83434,0.135697,0.776013,ZEUS
rxn_1525,1.3029309171688843,1.394895618184125,178.12173481749812,278.12709585481383,279.3401322711601,0.00010553,cm^3/(mol*s),4.42424,9.73746,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64389,0.0647436,0.370251,37.97,65.36,0.0,0.00104306,cm^3/(mol*s),4.43369,49.0834,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65682,0.0657635,0.376083,ZEUS
rxn_731,0.9790242713845828,1.2897193853357274,176.2798840594988,-10.0,63.44259328247372,1209430.0,cm^3/(mol*s),2.43374,14.8813,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26746,0.0308717,0.176547,23.43,49.62,0.0,4098.91,cm^3/(mol*s),2.56727,33.1662,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12151,0.0149365,0.0854175,ZEUS
rmg_rxn_1141,1.2470878056170798,1.2901812236115615,140.84862097191746,-10.0,197.7942122896428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1421,1.3126529876919095,1.4007058527026983,176.7694505238131,224.5978855639676,178.88146782291403,1.06092e-07,cm^3/(mol*s),5.59648,54.8349,kJ/mol,1.0,K,300.0,K,3000.0,K,3.50849,0.163489,0.93495,0.0,79.38,22.3,4.44182e-09,cm^3/(mol*s),5.37794,29.8694,kJ/mol,1.0,K,300.0,K,3000.0,K,3.35823,0.157788,0.902346,ZEUS
rxn_1900,1.318464080043514,1.3862163224528063,173.82186486744538,325.3743215175775,339.8301841588554,2.06467e-06,cm^3/(mol*s),4.72212,52.9279,kJ/mol,1.0,K,300.0,K,3000.0,K,1.88719,0.0827213,0.47306,0.0,72.71,39.48,2.74905e-06,cm^3/(mol*s),4.62549,13.0137,kJ/mol,1.0,K,300.0,K,3000.0,K,1.82979,0.078698,0.450052,ZEUS
rxn_732,0.9012019211514548,1.3929091992274587,178.64601567838852,-10.0,0.0555281838404264,2576880.0,cm^3/(mol*s),2.30865,31.3134,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24834,0.0288916,0.165223,0.0,40.88,14.37,5108.11,cm^3/(mol*s),2.67929,12.0111,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07484,0.00940067,0.0537599,ZEUS
rmg_rxn_670,1.270043466379848,1.4605488795766366,172.2342604243551,255.40947595544628,91.03203399275677,0.0331895,cm^3/(mol*s),3.7487,4.35642,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14018,0.0170871,0.0977165,122.33,138.75,0.0,0.00568286,cm^3/(mol*s),4.15,126.951,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2772,0.0318686,0.182248,ATLAS
rmg_rxn_15582,1.3328907897780975,1.364662760201736,171.52582917497276,4.652960777647791,24.880902950679783,4.86268e-06,cm^3/(mol*s),4.94034,21.646,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40748,0.114436,0.654428,14.67,62.81,0.0,4.0922e-05,cm^3/(mol*s),4.99329,37.5315,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40287,0.114186,0.653,ZEUS
rmg_rxn_15521,1.277948918606732,1.4069660483021007,172.872481110525,30.563891782733464,342.23107682540507,0.00152612,cm^3/(mol*s),4.40136,12.8636,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5679,0.0585786,0.334995,27.76,57.33,0.0,0.00253892,cm^3/(mol*s),4.25001,40.4197,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49948,0.0527669,0.30176,ZEUS
rxn_225,1.12513546657875,1.1919736917939994,159.55538386115865,17.767406922223287,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxn_1087,1.3357468853870815,1.3608549108311032,178.22111552799666,17.860154516658206,69.48044618922522,1.53008e-07,cm^3/(mol*s),5.30112,37.0975,kJ/mol,1.0,K,300.0,K,3000.0,K,3.32356,0.156436,0.894616,8.38,71.47,0.0,5.21294e-08,cm^3/(mol*s),5.36317,45.2112,kJ/mol,1.0,K,300.0,K,3000.0,K,3.36192,0.157931,0.903165,ZEUS
rxn_2018,1.2674396833104438,1.4720825372962445,172.89167901341256,94.335511242553,342.0484831775505,0.000644803,cm^3/(mol*s),4.10295,9.15423,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37767,0.041732,0.238654,75.98,103.04,0.0,0.00117847,cm^3/(mol*s),4.37561,86.8964,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48764,0.0517345,0.295855,ZEUS
rmg_rxn_1066,1.2597671863634947,1.4453196757370432,140.7039763934311,2.432995683679444,346.9811185732665,0.00473177,cm^3/(mol*s),3.76204,35.4729,kJ/mol,1.0,K,300.0,K,3000.0,K,1.62338,0.0631076,0.360895,107.89,164.99,0.0,0.000706047,cm^3/(mol*s),3.85395,142.968,kJ/mol,1.0,K,300.0,K,3000.0,K,1.68696,0.0681123,0.389516,ATLAS
rmg_rxn_688,1.324059715961323,1.3924759965125602,173.76904982920223,23.77575131062067,359.84104102530387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmg_rxn_1988,1.2846334953713898,1.3374853258130113,170.8969171140148,152.22525072185573,234.9925257658504,9.31516e-14,cm^3/(mol*s),7.47518,23.6874,kJ/mol,1.0,K,300.0,K,3000.0,K,10.3661,0.304598,1.74191,21.94,93.07,0.0,3.87511e-14,cm^3/(mol*s),7.62729,45.7208,kJ/mol,1.0,K,300.0,K,3000.0,K,10.4485,0.305629,1.74781,ATLAS
rxn_322,1.132541755681225,1.391730222944897,177.3557402904564,346.45465751958625,278.68652786190535,1.71218,cm^3/(mol*s),4.2185,89.0877,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22838,0.0267917,0.153214,0.0,104.49,93.69,20.5348,cm^3/(mol*s),3.56577,-5.55607,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05962,0.00754345,0.0431389,ZEUS
rxn_916,1.2700747690944303,1.4538647809230734,173.6882920284801,4.922675235046556,48.53626566115344,0.0777512,cm^3/(mol*s),4.29073,106.408,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4671,0.049924,0.285502,0.0,120.1,96.92,0.00115447,cm^3/(mol*s),4.17659,7.33919,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45511,0.0488544,0.279385,ZEUS
rxn_1374,1.3207767279897384,1.348765439218251,175.42733201030077,278.7134572019601,244.91313230799244,7.7852e-07,cm^3/(mol*s),5.61114,41.5812,kJ/mol,1.0,K,300.0,K,3000.0,K,3.93529,0.178442,1.02046,51.22,118.89,0.0,1.60595e-06,cm^3/(mol*s),5.53633,92.9972,kJ/mol,1.0,K,300.0,K,3000.0,K,3.96037,0.17927,1.02519,ZEUS
rmg_rxn_352,1.2516326732226948,1.48700545288297,174.07263271941326,145.72759835950467,9.62529909299708,0.971138,cm^3/(mol*s),3.67137,-1.41249,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08951,0.0111656,0.0638532,68.74,74.38,0.0,0.568539,cm^3/(mol*s),3.70864,67.0557,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07519,0.00944325,0.0540034,ATLAS
rxn_914,1.2929505407428352,1.4128994031005393,173.15764664258458,49.84435650529407,27.292525801404956,0.000444718,cm^3/(mol*s),4.59444,71.9074,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79607,0.076275,0.436196,0.0,90.97,58.91,6.63651e-05,cm^3/(mol*s),4.52736,11.6631,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76094,0.0737023,0.421483,ZEUS
rxn_1966,1.29615023480121,1.4020069961210042,176.0446561549707,329.0258422272374,73.0140164531559,0.000273268,cm^3/(mol*s),4.62087,21.8951,kJ/mol,1.0,K,300.0,K,3000.0,K,2.01441,0.0912183,0.521652,35.78,78.28,0.0,6.621e-06,cm^3/(mol*s),4.88137,56.8871,kJ/mol,1.0,K,300.0,K,3000.0,K,2.14271,0.0992608,0.567645,ZEUS
rxn_106,1.241265680650084,1.3853549322078975,171.18463238382444,36.87133212450077,314.7323887592031,0.179243,cm^3/(mol*s),4.0299,3.6161,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28954,0.0331205,0.189407,83.11,104.53,0.0,0.191564,cm^3/(mol*s),3.99876,87.3172,kJ/mol,1.0,K,300.0,K,3000.0,K,1.22194,0.0261078,0.149303,ZEUS
rmg_rxn_165,1.3197975283008083,1.3682111559107053,177.21990150814838,0.1592908479097403,0.1307237421460982,0.000315296,cm^3/(mol*s),4.64371,19.7577,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03173,0.0923332,0.528028,27.55,70.2,0.0,0.000416344,cm^3/(mol*s),4.79736,48.5122,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13209,0.0986137,0.563945,ATLAS
rmg_rxn_15667,1.1726831319982052,1.4811015927939852,161.1770689439186,71.88651484365298,322.1538569955083,0.00214582,cm^3/(mol*s),3.92664,0.360262,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14634,0.0177895,0.101733,101.58,116.89,0.0,0.00134184,cm^3/(mol*s),4.08684,102.66,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26558,0.0306784,0.175441,ZEUS
rxn_1341,1.3218004769315015,1.381178758259794,177.43599200018983,179.98039833198973,0.0171476214052939,0.000104833,cm^3/(mol*s),4.89447,13.9593,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99822,0.0901674,0.515643,31.7,64.34,0.0,0.000262239,cm^3/(mol*s),4.59582,44.662,kJ/mol,1.0,K,300.0,K,3000.0,K,1.87099,0.081598,0.466637,ZEUS
rxn_793,1.1165953447329944,1.2088506621584318,173.99192311353144,-10.0,274.7463276434687,30946.2,cm^3/(mol*s),2.50231,137.143,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16568,0.0199681,0.114192,0.0,150.82,131.26,2607490.0,cm^3/(mol*s),2.22479,10.7026,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14724,0.0178914,0.102316,ZEUS
rxn_372,1.1919720416278483,1.2073518395205334,176.44931979531674,-10.0,179.94140299661098,17468600.0,cm^3/(mol*s),2.0066,7.9794,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07794,0.00977606,0.0559066,62.66,77.45,0.0,28291.0,cm^3/(mol*s),2.48542,65.3966,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20147,0.023907,0.136718,ZEUS
rmg_rxn_15671,1.3480638412871446,1.3690551644071915,175.7311644101645,62.5224598230188,47.40433991039747,1.16057e-06,cm^3/(mol*s),4.97875,25.2716,kJ/mol,1.0,K,300.0,K,3000.0,K,2.40354,0.114223,0.653208,0.46,50.76,0.0,1.71543e-06,cm^3/(mol*s),4.9938,25.6284,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39034,0.113506,0.649107,ZEUS
rmg_rxn_220,1.337433674317552,1.3501025125647288,173.59887239121832,290.98881705212665,11.85583272634795,0.00021317,cm^3/(mol*s),4.59039,20.6883,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89965,0.0835782,0.477961,12.99,54.49,0.0,0.000591148,cm^3/(mol*s),4.64391,34.8437,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94319,0.0865299,0.494841,ATLAS
