A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,folder,subfolder,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
8.26623e-06,cm^3/(mol*s),5.03588,46.4322,kJ/mol,1.0,K,300.0,K,3000.0,K,2.5443,0.121636,0.695601,ZEUS,rxn_1229,0.0,70.26,18.84
1.41325e-05,cm^3/(mol*s),4.77468,18.321,kJ/mol,1.0,K,300.0,K,3000.0,K,2.06004,0.0941359,0.538337,ZEUS,rxn_1867,9.05,48.74,0.0
0.327019,cm^3/(mol*s),4.24596,4.47133,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35268,0.0393473,0.225016,ZEUS,rxn_324,50.66,68.32,0.0
0.00450944,cm^3/(mol*s),4.73075,67.2376,kJ/mol,1.0,K,300.0,K,3000.0,K,1.725,0.0710161,0.406122,ZEUS,rxn_864,0.0,87.29,58.68
3.17048e-06,cm^3/(mol*s),4.6499,14.2686,kJ/mol,1.0,K,300.0,K,3000.0,K,1.93142,0.0857383,0.490314,ZEUS,rxn_1436,28.97,66.38,0.0
0.0173227,cm^3/(mol*s),4.06315,103.188,kJ/mol,1.0,K,300.0,K,3000.0,K,1.26294,0.0304059,0.173883,ZEUS,rxn_1940,0.0,111.17,99.41
0.176947,cm^3/(mol*s),3.90413,85.4575,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16453,0.0198393,0.113456,ZEUS,rxn_1644,0.0,96.92,84.57
0.100673,cm^3/(mol*s),3.84781,-0.0805502,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15108,0.0183264,0.104804,ZEUS,rxn_1881,73.55,85.24,0.0
1.61944e-06,cm^3/(mol*s),4.85878,62.937,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1367,0.0988948,0.565552,ZEUS,rxn_1857,0.0,85.3,46.17
576513000.0,cm^3/(mol*s),1.67318,100.663,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09849,0.0122349,0.0699679,ZEUS,rxn_63,0.0,107.52,93.96
1.06147e-05,cm^3/(mol*s),4.66332,13.6902,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85219,0.0802828,0.459115,ZEUS,rxn_410,24.16,59.09,0.0
0.0012214,cm^3/(mol*s),4.45963,39.1025,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72172,0.0707682,0.404704,ZEUS,rxn_761,0.0,59.48,25.34
6.5691e-07,cm^3/(mol*s),5.03139,25.9007,kJ/mol,1.0,K,300.0,K,3000.0,K,2.65479,0.127173,0.727264,ZEUS,rxn_1175,44.58,93.71,0.0
3.50676e-06,cm^3/(mol*s),5.0335,25.8627,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39139,0.113563,0.649434,ZEUS,rxn_1237,4.37,53.64,0.0
0.000340937,cm^3/(mol*s),4.50161,15.1978,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77347,0.0746256,0.426763,ZEUS,rxn_1278,47.26,82.97,0.0
0.686967,cm^3/(mol*s),3.82233,97.8548,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10831,0.0133947,0.0766008,ZEUS,rxn_1606,0.0,108.83,99.41
0.272935,cm^3/(mol*s),3.74425,113.431,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09314,0.0115992,0.0663326,ZEUS,rxn_1633,0.0,120.32,115.06
1.01814e-05,cm^3/(mol*s),4.95699,76.1625,kJ/mol,1.0,K,300.0,K,3000.0,K,2.405,0.114302,0.653661,ZEUS,rxn_1485,0.0,97.82,54.95
0.000736061,cm^3/(mol*s),4.20741,46.5216,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42836,0.0464382,0.265568,ZEUS,rxn_565,0.0,61.81,39.6
3.22852e-07,cm^3/(mol*s),5.1327,22.6922,kJ/mol,1.0,K,300.0,K,3000.0,K,2.57213,0.123053,0.703703,ZEUS,rxn_1019,18.1,65.47,0.0
3.04025,cm^3/(mol*s),3.80407,101.132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10679,0.0132155,0.075576,ZEUS,rxn_984,0.0,104.18,101.97
3.78151e-07,cm^3/(mol*s),5.25487,85.8544,kJ/mol,1.0,K,300.0,K,3000.0,K,2.93835,0.140391,0.802856,ZEUS,rxn_1003,0.0,111.31,60.93
2.11822e-07,cm^3/(mol*s),5.14289,40.8947,kJ/mol,1.0,K,300.0,K,3000.0,K,2.62485,0.125695,0.718816,ZEUS,rxn_1337,0.0,63.78,15.64
79058.2,cm^3/(mol*s),2.64829,16.9062,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44125,0.0476084,0.272259,ZEUS,rxn_1797,39.75,71.73,0.0
6311.78,cm^3/(mol*s),2.68087,111.35,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07083,0.00891319,0.0509721,ZEUS,rxn_797,0.0,128.19,105.36
3.30688e-05,cm^3/(mol*s),4.88481,21.6858,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29127,0.107992,0.617576,ZEUS,rxn_1095,38.32,81.03,0.0
0.0923613,cm^3/(mol*s),4.07357,123.29,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28877,0.0330433,0.188965,ZEUS,rxn_874,0.0,135.76,118.17
1.91208e-08,cm^3/(mol*s),5.25824,29.0453,kJ/mol,1.0,K,300.0,K,3000.0,K,3.04463,0.145019,0.829322,ZEUS,rxn_1201,28.46,81.83,0.0
8.90093e-07,cm^3/(mol*s),4.94124,24.6733,kJ/mol,1.0,K,300.0,K,3000.0,K,2.41365,0.114769,0.656334,ZEUS,rxn_1886,6.69,57.89,0.0
0.00363559,cm^3/(mol*s),4.74166,17.1753,kJ/mol,1.0,K,300.0,K,3000.0,K,1.98286,0.089162,0.509893,ZEUS,rxn_842,20.99,61.49,0.0
4.91615e-05,cm^3/(mol*s),4.99281,86.2356,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11995,0.0978698,0.55969,ZEUS,rxn_1290,0.0,104.59,67.69
2.27661e-07,cm^3/(mol*s),5.34029,49.8137,kJ/mol,1.0,K,300.0,K,3000.0,K,3.11966,0.14819,0.847457,ZEUS,rxn_1332,0.0,73.24,18.53
0.0777512,cm^3/(mol*s),4.29073,106.408,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4671,0.049924,0.285502,ZEUS,rxn_916,0.0,120.1,96.92
2.63703e-07,cm^3/(mol*s),5.10733,33.707,kJ/mol,1.0,K,300.0,K,3000.0,K,2.75112,0.131815,0.753815,ZEUS,rxn_1488,0.0,58.5,1.86
0.652728,cm^3/(mol*s),3.97186,8.26706,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29265,0.0334347,0.191204,ZEUS,rxn_1082,101.15,125.14,0.0
0.00387409,cm^3/(mol*s),4.21321,17.5609,kJ/mol,1.0,K,300.0,K,3000.0,K,1.51523,0.0541279,0.309542,ZEUS,rxn_576,7.66,41.7,0.0
0.00849346,cm^3/(mol*s),4.69776,77.0405,kJ/mol,1.0,K,300.0,K,3000.0,K,1.66563,0.0664542,0.380033,ZEUS,rxn_865,0.0,96.68,70.87
3.5046e-05,cm^3/(mol*s),4.75445,7.32478,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79026,0.0758535,0.433785,ZEUS,rxn_208,5.72,38.48,0.0
0.0633042,cm^3/(mol*s),3.88184,45.6059,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12045,0.0148138,0.084716,ZEUS,rxn_197,0.0,59.62,51.44
469.12,cm^3/(mol*s),2.80092,50.5719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08291,0.0103744,0.0593284,ZEUS,rxn_806,0.0,71.73,39.75
1.12673e-05,cm^3/(mol*s),5.03166,32.5032,kJ/mol,1.0,K,300.0,K,3000.0,K,2.5973,0.124321,0.710958,ZEUS,rxn_1802,5.09,62.28,0.0
0.0554082,cm^3/(mol*s),4.32738,6.79005,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42695,0.0463094,0.264831,ZEUS,rxn_179,60.6,80.36,0.0
0.000744926,cm^3/(mol*s),4.89197,28.8194,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49224,0.118943,0.680202,ZEUS,rxn_1647,29.12,83.22,0.0
0.267655,cm^3/(mol*s),3.99044,1.18648,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21157,0.0249973,0.142953,ZEUS,rxn_1275,83.85,96.01,0.0
0.00502816,cm^3/(mol*s),4.25739,81.8305,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56024,0.0579406,0.331346,ZEUS,rxn_1663,0.0,95.25,52.41
0.407232,cm^3/(mol*s),4.04652,1.88343,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25582,0.0296695,0.169672,ZEUS,rxn_709,92.75,114.83,0.0
0.00581666,cm^3/(mol*s),4.55181,13.5719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75384,0.0731762,0.418474,ZEUS,rxn_178,50.11,82.46,0.0
0.999096,cm^3/(mol*s),3.88835,54.0801,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21252,0.0250997,0.143538,ZEUS,rxn_279,0.0,68.32,50.66
0.055446,cm^3/(mol*s),4.32737,6.79009,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42695,0.046309,0.264828,ZEUS,rxn_1666,60.6,80.36,0.0
0.145553,cm^3/(mol*s),4.14804,5.61876,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37991,0.0419431,0.239861,ZEUS,rxn_95,39.22,62.95,0.0
0.0043642,cm^3/(mol*s),4.50532,67.1193,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60731,0.061812,0.353486,ZEUS,rxn_849,0.0,86.14,58.32
552586.0,cm^3/(mol*s),2.3077,-1.63993,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06449,0.00813983,0.0465494,ZEUS,rxn_656,103.22,115.22,0.0
0.0809304,cm^3/(mol*s),3.73744,27.4981,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18799,0.0224377,0.128315,ZEUS,rxn_2015,92.74,129.87,0.0
496037.0,cm^3/(mol*s),2.63332,24.0659,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43202,0.0467715,0.267474,ZEUS,rxn_210,13.04,50.77,0.0
0.00492369,cm^3/(mol*s),4.54952,85.7092,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73327,0.0716394,0.409686,ZEUS,rxn_871,0.0,105.01,73.59
9.91542e-05,cm^3/(mol*s),4.82982,21.8696,kJ/mol,1.0,K,300.0,K,3000.0,K,2.22587,0.10422,0.596005,ZEUS,rxn_911,14.68,60.53,0.0
0.110587,cm^3/(mol*s),4.08775,70.6002,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28105,0.0322605,0.184489,ZEUS,rxn_1586,0.0,87.73,66.87
163390.0,cm^3/(mol*s),2.52692,19.9208,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24157,0.0281836,0.161174,ZEUS,rxn_623,0.0,35.43,17.92
0.000537639,cm^3/(mol*s),4.64363,61.7917,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86684,0.081309,0.464984,ZEUS,rxn_491,0.0,81.09,46.87
0.000534765,cm^3/(mol*s),4.31288,76.1816,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4093,0.044688,0.255558,ZEUS,rxn_944,0.0,91.21,72.15
0.0398931,cm^3/(mol*s),3.71854,72.033,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09899,0.0122946,0.0703093,ZEUS,rxn_548,0.0,81.36,73.26
6.07676e-06,cm^3/(mol*s),4.72149,27.6624,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21988,0.103869,0.594001,ZEUS,rxn_2001,29.08,77.69,0.0
5.23465e-07,cm^3/(mol*s),5.01535,30.1658,kJ/mol,1.0,K,300.0,K,3000.0,K,2.46217,0.117362,0.671161,ZEUS,rxn_1843,0.0,56.7,6.69
1.15323e-07,cm^3/(mol*s),5.09527,36.625,kJ/mol,1.0,K,300.0,K,3000.0,K,2.57027,0.122959,0.703166,ZEUS,rxn_1196,0.0,58.22,1.91
0.284162,cm^3/(mol*s),3.87281,84.8066,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17196,0.0206685,0.118197,ZEUS,rxn_1614,0.0,96.02,83.85
1.24371e-06,cm^3/(mol*s),5.04258,39.7923,kJ/mol,1.0,K,300.0,K,3000.0,K,2.59849,0.124381,0.711298,ZEUS,rxn_1308,0.0,61.92,10.78
3.27654e-05,cm^3/(mol*s),4.55975,16.5972,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85247,0.0803027,0.459229,ZEUS,rxn_1103,55.28,93.49,0.0
2.09633e-05,cm^3/(mol*s),4.59442,13.2352,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86861,0.0814323,0.465689,ZEUS,rxn_1435,43.65,80.38,0.0
3.00236e-07,cm^3/(mol*s),5.53354,25.0817,kJ/mol,1.0,K,300.0,K,3000.0,K,3.06395,0.145843,0.834035,ZEUS,rxn_432,0.0,53.15,0.91
0.00154731,cm^3/(mol*s),4.52403,46.8923,kJ/mol,1.0,K,300.0,K,3000.0,K,1.7306,0.0714389,0.408539,ZEUS,rxn_962,0.0,64.56,34.17
5.20876e-06,cm^3/(mol*s),5.09833,29.3091,kJ/mol,1.0,K,300.0,K,3000.0,K,2.20979,0.103276,0.590604,ZEUS,rxn_445,0.0,53.5,17.86
0.0513396,cm^3/(mol*s),3.69928,1.29221,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11233,0.0138665,0.0792986,ZEUS,rxn_1996,102.62,116.32,0.0
7.12914e-05,cm^3/(mol*s),4.64676,44.091,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13504,0.0987936,0.564973,ZEUS,rxn_1649,0.0,64.72,4.74
2.13225e-05,cm^3/(mol*s),4.72761,59.6132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99476,0.0899412,0.514349,ZEUS,rxn_1821,0.0,81.64,44.5
0.00576063,cm^3/(mol*s),4.04293,116.684,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35155,0.0392384,0.224393,ZEUS,rxn_1660,0.0,127.73,93.97
1.31521e-06,cm^3/(mol*s),5.00952,60.7385,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50232,0.119469,0.683209,ZEUS,rxn_1089,0.0,82.21,36.2
0.000688573,cm^3/(mol*s),4.37863,14.3575,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64231,0.0646178,0.369531,ZEUS,rxn_2010,59.04,90.25,0.0
5.93646e-06,cm^3/(mol*s),4.79091,16.5403,kJ/mol,1.0,K,300.0,K,3000.0,K,2.12861,0.0984006,0.562726,ZEUS,rxn_998,42.56,83.29,0.0
0.0653099,cm^3/(mol*s),4.14783,5.03483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34665,0.0387657,0.22169,ZEUS,rxn_1833,66.87,87.73,0.0
7.35457e-07,cm^3/(mol*s),5.04769,26.5456,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67307,0.128066,0.732376,ZEUS,rxn_1091,23.46,74.15,0.0
0.000229224,cm^3/(mol*s),3.9281,3.4948,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23873,0.0278853,0.159468,ZEUS,rxn_2019,69.3,87.56,0.0
0.929841,cm^3/(mol*s),4.06413,9.41666,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36564,0.0405895,0.23212,ZEUS,rxn_752,55.07,81.0,0.0
0.00663855,cm^3/(mol*s),4.40424,8.88747,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60734,0.061815,0.353503,ZEUS,rxn_117,22.72,53.74,0.0
3.21618e-06,cm^3/(mol*s),4.91506,18.4155,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2158,0.10363,0.592629,ZEUS,rxn_1280,25.13,66.41,0.0
0.269475,cm^3/(mol*s),4.21337,43.1304,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48386,0.051403,0.29396,ZEUS,rxn_270,0.0,61.93,33.04
4.36988e-18,cm^3/(mol*s),7.51236,39.0508,kJ/mol,1.0,K,300.0,K,3000.0,K,15.8879,0.360217,2.05998,ZEUS,rxn_1025,16.18,110.43,0.0
3.06506e-07,cm^3/(mol*s),5.36912,40.531,kJ/mol,1.0,K,300.0,K,3000.0,K,3.34473,0.157263,0.899346,ZEUS,rxn_1116,3.28,68.94,0.0
0.198704,cm^3/(mol*s),3.6833,-3.26891,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06835,0.00861113,0.0492447,ZEUS,rxn_1453,94.31,97.26,0.0
0.0571537,cm^3/(mol*s),3.79532,38.3657,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0985,0.0122367,0.0699783,ZEUS,rxn_228,0.0,50.2,43.69
0.017694,cm^3/(mol*s),4.39866,8.23062,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5577,0.057729,0.330136,ZEUS,rxn_328,16.16,48.92,0.0
8.43108e-05,cm^3/(mol*s),4.71205,16.9938,kJ/mol,1.0,K,300.0,K,3000.0,K,1.95882,0.0875734,0.500808,ZEUS,rxn_1911,14.9,50.9,0.0
0.105222,cm^3/(mol*s),4.01941,123.301,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23192,0.0271672,0.155362,ZEUS,rxn_838,0.0,137.15,123.09
0.0304027,cm^3/(mol*s),4.59624,111.418,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71035,0.0699056,0.399771,ZEUS,rxn_855,0.0,130.95,99.79
0.000549662,cm^3/(mol*s),4.05628,4.74428,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30986,0.035157,0.201053,ZEUS,rxn_745,94.04,112.84,0.0
3.3532e-06,cm^3/(mol*s),5.35875,63.9446,kJ/mol,1.0,K,300.0,K,3000.0,K,2.95715,0.141221,0.807606,ZEUS,rxn_1238,0.0,89.58,35.91
0.0214328,cm^3/(mol*s),3.86944,-1.86934,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09877,0.0122686,0.0701607,ZEUS,rxn_456,32.48,45.17,0.0
4426.24,cm^3/(mol*s),2.7441,100.81,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06356,0.00802579,0.0458973,ZEUS,rxn_818,0.0,117.77,91.77
0.30788,cm^3/(mol*s),3.95408,70.4082,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21685,0.0255639,0.146193,ZEUS,rxn_964,0.0,80.58,67.92
0.0657545,cm^3/(mol*s),4.32498,91.0891,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48862,0.0518201,0.296345,ZEUS,rxn_841,0.0,108.53,81.53
0.000104833,cm^3/(mol*s),4.89447,13.9593,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99822,0.0901674,0.515643,ZEUS,rxn_1341,31.7,64.34,0.0
2.13892e-06,cm^3/(mol*s),5.41187,37.6448,kJ/mol,1.0,K,300.0,K,3000.0,K,3.36177,0.157925,0.903132,ZEUS,rxn_1227,0.0,64.91,0.14
0.546829,cm^3/(mol*s),3.76782,-0.0286264,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12217,0.0150135,0.0858582,ZEUS,rxn_572,59.09,68.24,0.0
30348.2,cm^3/(mol*s),2.4306,81.8868,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20146,0.0239058,0.136711,ZEUS,rxn_801,0.0,95.85,75.42
0.30676,cm^3/(mol*s),4.29426,120.839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46345,0.0495993,0.283645,ZEUS,rxn_873,0.0,135.48,111.59
1.57432e-05,cm^3/(mol*s),4.6972,19.2168,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03554,0.0925772,0.529424,ZEUS,rxn_1179,59.66,98.75,0.0
57.1647,cm^3/(mol*s),3.44028,0.585289,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16472,0.0198608,0.113578,ZEUS,rxn_478,5.34,14.2,0.0
0.268653,cm^3/(mol*s),3.35717,-6.32032,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11339,0.0139899,0.0800043,ZEUS,rxn_780,43.69,49.98,0.0
0.000283533,cm^3/(mol*s),4.72692,15.5355,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0323,0.0923702,0.528239,ZEUS,rxn_1215,43.5,83.29,0.0
0.333881,cm^3/(mol*s),4.15257,70.5359,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20676,0.0244793,0.13999,ZEUS,rxn_213,0.0,84.32,74.5
22.9525,cm^3/(mol*s),3.36314,-5.02878,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03977,0.00507941,0.0290477,ZEUS,rxn_368,56.55,58.84,0.0
0.333955,cm^3/(mol*s),4.15256,70.536,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20676,0.0244789,0.139988,ZEUS,rxn_296,0.0,84.32,74.5
9.79871e-05,cm^3/(mol*s),4.54444,18.2893,kJ/mol,1.0,K,300.0,K,3000.0,K,1.8055,0.076957,0.440096,ZEUS,rxn_557,4.23,41.72,0.0
2466470.0,cm^3/(mol*s),2.23258,10.6775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15887,0.0192052,0.109829,ZEUS,rxn_1169,131.26,150.82,0.0
2257450000000.0,cm^3/(mol*s),1.56349,23.2856,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0273,0.00350881,0.0200659,ZEUS,rxn_203,93.37,116.99,0.0
6.72141,cm^3/(mol*s),3.68344,-1.70726,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08443,0.0105571,0.0603731,ZEUS,rxn_110,97.24,107.04,0.0
0.000164853,cm^3/(mol*s),4.89296,15.0817,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0405,0.0928947,0.531239,ZEUS,rxn_1121,42.48,76.61,0.0
6.42092e-07,cm^3/(mol*s),5.25496,54.399,kJ/mol,1.0,K,300.0,K,3000.0,K,2.90003,0.138681,0.79308,ZEUS,rxn_1020,0.0,79.8,22.17
3.25953e-05,cm^3/(mol*s),5.18036,117.124,kJ/mol,1.0,K,300.0,K,3000.0,K,2.4497,0.116701,0.667379,ZEUS,rxn_1247,0.0,137.73,95.04
0.000139465,cm^3/(mol*s),4.20373,46.6504,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36895,0.0409046,0.233922,ZEUS,rxn_615,0.0,61.49,42.82
0.00871262,cm^3/(mol*s),3.75099,34.6163,kJ/mol,1.0,K,300.0,K,3000.0,K,2.10903,0.0971968,0.555842,ZEUS,rxn_886,0.0,58.31,11.25
5.28422e-08,cm^3/(mol*s),5.47686,36.0566,kJ/mol,1.0,K,300.0,K,3000.0,K,3.68448,0.169864,0.971408,ZEUS,rxn_2008,10.39,74.41,0.0
5602.76,cm^3/(mol*s),2.56867,-6.51032,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18928,0.022579,0.129123,ZEUS,rxn_635,100.09,105.76,0.0
0.199539,cm^3/(mol*s),4.01966,1.8018,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21964,0.0258617,0.147896,ZEUS,rxn_553,34.05,45.23,0.0
1.61107e-06,cm^3/(mol*s),5.33528,78.9064,kJ/mol,1.0,K,300.0,K,3000.0,K,3.49753,0.163082,0.93262,ZEUS,rxn_581,0.0,104.0,39.68
5.46255,cm^3/(mol*s),3.56461,-4.54539,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04391,0.00559712,0.0320084,ZEUS,rxn_1362,132.46,134.47,0.0
2679370.0,cm^3/(mol*s),2.18603,9.38775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14979,0.0181809,0.103972,ZEUS,rxn_1389,116.97,135.26,0.0
0.0117656,cm^3/(mol*s),4.53103,12.9106,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77058,0.0744132,0.425549,ZEUS,rxn_675,23.98,60.09,0.0
0.046433,cm^3/(mol*s),4.23643,26.18,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36703,0.0407214,0.232875,ZEUS,rxn_377,0.0,41.81,24.97
6.40786e-08,cm^3/(mol*s),5.54722,55.1073,kJ/mol,1.0,K,300.0,K,3000.0,K,3.59729,0.166745,0.953568,ZEUS,rxn_1977,0.0,83.31,23.26
0.0231429,cm^3/(mol*s),4.61553,64.2338,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76315,0.073866,0.422419,ZEUS,rxn_848,0.0,86.0,52.56
3.6028e-07,cm^3/(mol*s),4.98813,23.9698,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49134,0.118896,0.679933,ZEUS,rxn_1176,36.2,82.21,0.0
0.0391615,cm^3/(mol*s),3.80032,23.0531,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21495,0.10358,0.592344,ZEUS,rxn_751,13.3,61.69,0.0
0.0032308,cm^3/(mol*s),4.47032,18.8546,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26641,0.106571,0.609449,ZEUS,rxn_654,1.68,45.43,0.0
1.44735e-06,cm^3/(mol*s),5.24412,39.5012,kJ/mol,1.0,K,300.0,K,3000.0,K,2.89119,0.138284,0.790806,ZEUS,rxn_1336,0.0,62.87,7.48
0.961744,cm^3/(mol*s),4.15748,8.33791,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42098,0.0457634,0.261708,ZEUS,rxn_476,61.95,87.83,0.0
7.68703e-08,cm^3/(mol*s),5.32291,28.4972,kJ/mol,1.0,K,300.0,K,3000.0,K,3.15612,0.149703,0.856113,ZEUS,rxn_1200,37.57,91.22,0.0
6.60319e-07,cm^3/(mol*s),5.59217,37.5621,kJ/mol,1.0,K,300.0,K,3000.0,K,3.34853,0.157411,0.900191,ZEUS,rxn_1254,0.0,64.85,8.18
1401.26,cm^3/(mol*s),3.16375,150.022,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15864,0.0191791,0.10968,ZEUS,rxn_816,0.0,166.9,139.35
164.469,cm^3/(mol*s),3.2808,-1.44994,kJ/mol,1.0,K,300.0,K,3000.0,K,1.1052,0.0130286,0.0745072,ZEUS,rxn_260,14.24,22.66,0.0
3.97547e-07,cm^3/(mol*s),5.29101,39.4479,kJ/mol,1.0,K,300.0,K,3000.0,K,3.16111,0.149909,0.857287,ZEUS,rxn_1376,2.57,66.27,0.0
0.00670955,cm^3/(mol*s),4.58727,15.6483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89633,0.0833505,0.476658,ZEUS,rxn_201,42.25,81.97,0.0
3.19512e-06,cm^3/(mol*s),4.63314,26.2348,kJ/mol,1.0,K,300.0,K,3000.0,K,2.04371,0.0930989,0.532407,ZEUS,rxn_2002,20.72,66.58,0.0
1.57859e-05,cm^3/(mol*s),4.87963,20.6213,kJ/mol,1.0,K,300.0,K,3000.0,K,2.31285,0.109213,0.624559,ZEUS,rxn_1234,32.25,78.73,0.0
0.00401315,cm^3/(mol*s),3.92264,2.6839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2269,0.0266348,0.152317,ZEUS,rxn_1172,103.49,118.97,0.0
0.178516,cm^3/(mol*s),4.36169,103.384,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55405,0.0574229,0.328386,ZEUS,rxn_830,0.0,121.91,92.77
0.988266,cm^3/(mol*s),3.22607,-6.57751,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16269,0.0196332,0.112277,ZEUS,rxn_398,47.62,48.87,0.0
0.0299022,cm^3/(mol*s),3.76667,-0.855575,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12855,0.015752,0.0900813,ZEUS,rxn_1392,89.23,99.54,0.0
0.0464313,cm^3/(mol*s),4.23643,26.1799,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36702,0.0407213,0.232874,ZEUS,rxn_239,0.0,41.81,24.97
