reaction_type,A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,status,group,reaction_id,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
reverse,0.00354046,cm^3/(mol*s),4.69309,14.1728,kJ/mol,1.0,K,300.0,K,3000.0,K,1.83346,0.0789585,0.451542,parsed,ZEUS,rxn_761,0.0,59.48,25.34
forward,0.0012214,cm^3/(mol*s),4.45963,39.1025,kJ/mol,1.0,K,300.0,K,3000.0,K,1.72172,0.0707682,0.404704,parsed,ZEUS,rxn_761,0.0,59.48,25.34
reverse,7.75481e-07,cm^3/(mol*s),5.11947,70.7155,kJ/mol,1.0,K,300.0,K,3000.0,K,2.69782,0.129267,0.739243,parsed,ZEUS,rxn_1175,44.58,93.71,0.0
forward,6.5691e-07,cm^3/(mol*s),5.03139,25.9007,kJ/mol,1.0,K,300.0,K,3000.0,K,2.65479,0.127173,0.727264,parsed,ZEUS,rxn_1175,44.58,93.71,0.0
reverse,0.000106883,cm^3/(mol*s),4.78401,31.486,kJ/mol,1.0,K,300.0,K,3000.0,K,2.22863,0.104382,0.596929,parsed,ZEUS,rxn_1237,4.37,53.64,0.0
forward,3.50676e-06,cm^3/(mol*s),5.0335,25.8627,kJ/mol,1.0,K,300.0,K,3000.0,K,2.39139,0.113563,0.649434,parsed,ZEUS,rxn_1237,4.37,53.64,0.0
reverse,0.000274537,cm^3/(mol*s),4.54677,64.0842,kJ/mol,1.0,K,300.0,K,3000.0,K,1.8352,0.0790824,0.45225,parsed,ZEUS,rxn_1278,47.26,82.97,0.0
forward,0.000340937,cm^3/(mol*s),4.50161,15.1978,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77347,0.0746256,0.426763,parsed,ZEUS,rxn_1278,47.26,82.97,0.0
reverse,0.446496,cm^3/(mol*s),3.74124,-1.17917,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11051,0.0136532,0.0780791,parsed,ZEUS,rxn_1606,0.0,108.83,99.41
forward,0.686967,cm^3/(mol*s),3.82233,97.8548,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10831,0.0133947,0.0766008,parsed,ZEUS,rxn_1606,0.0,108.83,99.41
reverse,0.423578,cm^3/(mol*s),3.74226,-1.63723,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09431,0.0117393,0.0671339,parsed,ZEUS,rxn_1633,0.0,120.32,115.06
forward,0.272935,cm^3/(mol*s),3.74425,113.431,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09314,0.0115992,0.0663326,parsed,ZEUS,rxn_1633,0.0,120.32,115.06
reverse,2.19568e-06,cm^3/(mol*s),4.93153,20.6899,kJ/mol,1.0,K,300.0,K,3000.0,K,2.406,0.114356,0.653972,parsed,ZEUS,rxn_1485,0.0,97.82,54.95
forward,1.01814e-05,cm^3/(mol*s),4.95699,76.1625,kJ/mol,1.0,K,300.0,K,3000.0,K,2.405,0.114302,0.653661,parsed,ZEUS,rxn_1485,0.0,97.82,54.95
reverse,0.000545236,cm^3/(mol*s),4.28535,6.8602,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45613,0.0489464,0.279911,parsed,ZEUS,rxn_565,0.0,61.81,39.6
forward,0.000736061,cm^3/(mol*s),4.20741,46.5216,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42836,0.0464382,0.265568,parsed,ZEUS,rxn_565,0.0,61.81,39.6
reverse,3.49585e-05,cm^3/(mol*s),4.95874,43.1637,kJ/mol,1.0,K,300.0,K,3000.0,K,2.46567,0.117547,0.672217,parsed,ZEUS,rxn_1019,18.1,65.47,0.0
forward,3.22852e-07,cm^3/(mol*s),5.1327,22.6922,kJ/mol,1.0,K,300.0,K,3000.0,K,2.57213,0.123053,0.703703,parsed,ZEUS,rxn_1019,18.1,65.47,0.0
reverse,0.170134,cm^3/(mol*s),3.54082,-4.20985,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05249,0.006664,0.0381096,parsed,ZEUS,rxn_984,0.0,104.18,101.97
forward,3.04025,cm^3/(mol*s),3.80407,101.132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10679,0.0132155,0.075576,parsed,ZEUS,rxn_984,0.0,104.18,101.97
reverse,1.78904e-06,cm^3/(mol*s),5.17826,26.0328,kJ/mol,1.0,K,300.0,K,3000.0,K,2.89294,0.138362,0.791256,parsed,ZEUS,rxn_1003,0.0,111.31,60.93
forward,3.78151e-07,cm^3/(mol*s),5.25487,85.8544,kJ/mol,1.0,K,300.0,K,3000.0,K,2.93835,0.140391,0.802856,parsed,ZEUS,rxn_1003,0.0,111.31,60.93
reverse,6.83144e-07,cm^3/(mol*s),5.02558,25.12,kJ/mol,1.0,K,300.0,K,3000.0,K,2.55599,0.122233,0.699016,parsed,ZEUS,rxn_1337,0.0,63.78,15.64
forward,2.11822e-07,cm^3/(mol*s),5.14289,40.8947,kJ/mol,1.0,K,300.0,K,3000.0,K,2.62485,0.125695,0.718816,parsed,ZEUS,rxn_1337,0.0,63.78,15.64
reverse,469.428,cm^3/(mol*s),2.80273,50.6032,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08517,0.0106469,0.0608865,parsed,ZEUS,rxn_1797,39.75,71.73,0.0
forward,79058.2,cm^3/(mol*s),2.64829,16.9062,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44125,0.0476084,0.272259,parsed,ZEUS,rxn_1797,39.75,71.73,0.0
reverse,581089.0,cm^3/(mol*s),2.43794,10.702,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28029,0.0321833,0.184047,parsed,ZEUS,rxn_797,0.0,128.19,105.36
forward,6311.78,cm^3/(mol*s),2.68087,111.35,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07083,0.00891319,0.0509721,parsed,ZEUS,rxn_797,0.0,128.19,105.36
reverse,4.24481e-07,cm^3/(mol*s),4.93412,57.6783,kJ/mol,1.0,K,300.0,K,3000.0,K,2.33805,0.110624,0.63263,parsed,ZEUS,rxn_1095,38.32,81.03,0.0
forward,3.30688e-05,cm^3/(mol*s),4.88481,21.6858,kJ/mol,1.0,K,300.0,K,3000.0,K,2.29127,0.107992,0.617576,parsed,ZEUS,rxn_1095,38.32,81.03,0.0
reverse,0.0124213,cm^3/(mol*s),3.86027,4.11109,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20733,0.024541,0.140343,parsed,ZEUS,rxn_874,0.0,135.76,118.17
forward,0.0923613,cm^3/(mol*s),4.07357,123.29,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28877,0.0330433,0.188965,parsed,ZEUS,rxn_874,0.0,135.76,118.17
reverse,7.61221e-08,cm^3/(mol*s),5.23609,58.0857,kJ/mol,1.0,K,300.0,K,3000.0,K,3.03686,0.144686,0.827419,parsed,ZEUS,rxn_1201,28.46,81.83,0.0
forward,1.91208e-08,cm^3/(mol*s),5.25824,29.0453,kJ/mol,1.0,K,300.0,K,3000.0,K,3.04463,0.145019,0.829322,parsed,ZEUS,rxn_1201,28.46,81.83,0.0
reverse,5.10874e-07,cm^3/(mol*s),5.04545,31.5863,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50633,0.119677,0.684401,parsed,ZEUS,rxn_1886,6.69,57.89,0.0
forward,8.90093e-07,cm^3/(mol*s),4.94124,24.6733,kJ/mol,1.0,K,300.0,K,3000.0,K,2.41365,0.114769,0.656334,parsed,ZEUS,rxn_1886,6.69,57.89,0.0
reverse,0.0222956,cm^3/(mol*s),4.5686,37.9809,kJ/mol,1.0,K,300.0,K,3000.0,K,1.8618,0.0809567,0.462969,parsed,ZEUS,rxn_842,20.99,61.49,0.0
forward,0.00363559,cm^3/(mol*s),4.74166,17.1753,kJ/mol,1.0,K,300.0,K,3000.0,K,1.98286,0.089162,0.509893,parsed,ZEUS,rxn_842,20.99,61.49,0.0
reverse,1.35148e-05,cm^3/(mol*s),4.65514,16.122,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94618,0.0867301,0.495985,parsed,ZEUS,rxn_1290,0.0,104.59,67.69
forward,4.91615e-05,cm^3/(mol*s),4.99281,86.2356,kJ/mol,1.0,K,300.0,K,3000.0,K,2.11995,0.0978698,0.55969,parsed,ZEUS,rxn_1290,0.0,104.59,67.69
reverse,1.96462e-07,cm^3/(mol*s),5.28715,30.3114,kJ/mol,1.0,K,300.0,K,3000.0,K,3.08273,0.146639,0.838586,parsed,ZEUS,rxn_1332,0.0,73.24,18.53
forward,2.27661e-07,cm^3/(mol*s),5.34029,49.8137,kJ/mol,1.0,K,300.0,K,3000.0,K,3.11966,0.14819,0.847457,parsed,ZEUS,rxn_1332,0.0,73.24,18.53
reverse,0.00115447,cm^3/(mol*s),4.17659,7.33919,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45511,0.0488544,0.279385,parsed,ZEUS,rxn_916,0.0,120.1,96.92
forward,0.0777512,cm^3/(mol*s),4.29073,106.408,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4671,0.049924,0.285502,parsed,ZEUS,rxn_916,0.0,120.1,96.92
reverse,1.17414e-06,cm^3/(mol*s),5.13507,32.6884,kJ/mol,1.0,K,300.0,K,3000.0,K,2.73161,0.130888,0.748513,parsed,ZEUS,rxn_1488,0.0,58.5,1.86
forward,2.63703e-07,cm^3/(mol*s),5.10733,33.707,kJ/mol,1.0,K,300.0,K,3000.0,K,2.75112,0.131815,0.753815,parsed,ZEUS,rxn_1488,0.0,58.5,1.86
reverse,0.0999494,cm^3/(mol*s),4.18845,109.068,kJ/mol,1.0,K,300.0,K,3000.0,K,1.39768,0.0436097,0.249392,parsed,ZEUS,rxn_1082,101.15,125.14,0.0
forward,0.652728,cm^3/(mol*s),3.97186,8.26706,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29265,0.0334347,0.191204,parsed,ZEUS,rxn_1082,101.15,125.14,0.0
reverse,0.00231091,cm^3/(mol*s),4.33631,26.7849,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5954,0.0608433,0.347946,parsed,ZEUS,rxn_576,7.66,41.7,0.0
forward,0.00387409,cm^3/(mol*s),4.21321,17.5609,kJ/mol,1.0,K,300.0,K,3000.0,K,1.51523,0.0541279,0.309542,parsed,ZEUS,rxn_576,7.66,41.7,0.0
reverse,0.146233,cm^3/(mol*s),4.16853,6.60061,kJ/mol,1.0,K,300.0,K,3000.0,K,1.44815,0.0482299,0.275813,parsed,ZEUS,rxn_865,0.0,96.68,70.87
forward,0.00849346,cm^3/(mol*s),4.69776,77.0405,kJ/mol,1.0,K,300.0,K,3000.0,K,1.66563,0.0664542,0.380033,parsed,ZEUS,rxn_865,0.0,96.68,70.87
reverse,4.37185e-05,cm^3/(mol*s),4.7665,13.2073,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76185,0.0737693,0.421866,parsed,ZEUS,rxn_208,5.72,38.48,0.0
forward,3.5046e-05,cm^3/(mol*s),4.75445,7.32478,kJ/mol,1.0,K,300.0,K,3000.0,K,1.79026,0.0758535,0.433785,parsed,ZEUS,rxn_208,5.72,38.48,0.0
reverse,0.351118,cm^3/(mol*s),3.36125,-6.49376,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11566,0.0142559,0.0815254,parsed,ZEUS,rxn_197,0.0,59.62,51.44
forward,0.0633042,cm^3/(mol*s),3.88184,45.6059,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12045,0.0148138,0.084716,parsed,ZEUS,rxn_197,0.0,59.62,51.44
reverse,79006.4,cm^3/(mol*s),2.64648,16.8749,kJ/mol,1.0,K,300.0,K,3000.0,K,1.433,0.0468607,0.267983,parsed,ZEUS,rxn_806,0.0,71.73,39.75
forward,469.12,cm^3/(mol*s),2.80092,50.5719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08291,0.0103744,0.0593284,parsed,ZEUS,rxn_806,0.0,71.73,39.75
reverse,1.8904e-05,cm^3/(mol*s),4.96807,37.984,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50421,0.119567,0.68377,parsed,ZEUS,rxn_1802,5.09,62.28,0.0
forward,1.12673e-05,cm^3/(mol*s),5.03166,32.5032,kJ/mol,1.0,K,300.0,K,3000.0,K,2.5973,0.124321,0.710958,parsed,ZEUS,rxn_1802,5.09,62.28,0.0
reverse,0.727191,cm^3/(mol*s),4.02773,67.0468,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30626,0.0347991,0.199006,parsed,ZEUS,rxn_179,60.6,80.36,0.0
forward,0.0554082,cm^3/(mol*s),4.32738,6.79005,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42695,0.0463094,0.264831,parsed,ZEUS,rxn_179,60.6,80.36,0.0
reverse,0.000223737,cm^3/(mol*s),4.97816,57.7166,kJ/mol,1.0,K,300.0,K,3000.0,K,2.55641,0.122254,0.69914,parsed,ZEUS,rxn_1647,29.12,83.22,0.0
forward,0.000744926,cm^3/(mol*s),4.89197,28.8194,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49224,0.118943,0.680202,parsed,ZEUS,rxn_1647,29.12,83.22,0.0
reverse,0.282204,cm^3/(mol*s),3.87589,84.8462,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18184,0.0217611,0.124446,parsed,ZEUS,rxn_1275,83.85,96.01,0.0
forward,0.267655,cm^3/(mol*s),3.99044,1.18648,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21157,0.0249973,0.142953,parsed,ZEUS,rxn_1275,83.85,96.01,0.0
reverse,0.00360154,cm^3/(mol*s),4.11558,29.4601,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45569,0.0489069,0.279685,parsed,ZEUS,rxn_1663,0.0,95.25,52.41
forward,0.00502816,cm^3/(mol*s),4.25739,81.8305,kJ/mol,1.0,K,300.0,K,3000.0,K,1.56024,0.0579406,0.331346,parsed,ZEUS,rxn_1663,0.0,95.25,52.41
reverse,0.0876632,cm^3/(mol*s),4.48807,95.5116,kJ/mol,1.0,K,300.0,K,3000.0,K,1.49998,0.0528105,0.302009,parsed,ZEUS,rxn_709,92.75,114.83,0.0
forward,0.407232,cm^3/(mol*s),4.04652,1.88343,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25582,0.0296695,0.169672,parsed,ZEUS,rxn_709,92.75,114.83,0.0
reverse,0.0107138,cm^3/(mol*s),4.46496,63.2747,kJ/mol,1.0,K,300.0,K,3000.0,K,1.69068,0.0683986,0.391153,parsed,ZEUS,rxn_178,50.11,82.46,0.0
forward,0.00581666,cm^3/(mol*s),4.55181,13.5719,kJ/mol,1.0,K,300.0,K,3000.0,K,1.75384,0.0731762,0.418474,parsed,ZEUS,rxn_178,50.11,82.46,0.0
reverse,0.32043,cm^3/(mol*s),4.24488,4.39793,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33998,0.0381185,0.217989,parsed,ZEUS,rxn_279,0.0,68.32,50.66
forward,0.999096,cm^3/(mol*s),3.88835,54.0801,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21252,0.0250997,0.143538,parsed,ZEUS,rxn_279,0.0,68.32,50.66
reverse,0.727687,cm^3/(mol*s),4.02772,67.0468,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30626,0.0347987,0.199004,parsed,ZEUS,rxn_1666,60.6,80.36,0.0
forward,0.055446,cm^3/(mol*s),4.32737,6.79009,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42695,0.046309,0.264828,parsed,ZEUS,rxn_1666,60.6,80.36,0.0
reverse,0.00709032,cm^3/(mol*s),4.00374,42.8701,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24369,0.028406,0.162446,parsed,ZEUS,rxn_95,39.22,62.95,0.0
forward,0.145553,cm^3/(mol*s),4.14804,5.61876,kJ/mol,1.0,K,300.0,K,3000.0,K,1.37991,0.0419431,0.239861,parsed,ZEUS,rxn_95,39.22,62.95,0.0
reverse,0.18887,cm^3/(mol*s),4.16553,9.9166,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4411,0.0475949,0.272182,parsed,ZEUS,rxn_849,0.0,86.14,58.32
forward,0.0043642,cm^3/(mol*s),4.50532,67.1193,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60731,0.061812,0.353486,parsed,ZEUS,rxn_849,0.0,86.14,58.32
reverse,979.855,cm^3/(mol*s),2.90838,97.0584,kJ/mol,1.0,K,300.0,K,3000.0,K,1.13084,0.0160158,0.0915902,parsed,ZEUS,rxn_656,103.22,115.22,0.0
forward,552586.0,cm^3/(mol*s),2.3077,-1.63993,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06449,0.00813983,0.0465494,parsed,ZEUS,rxn_656,103.22,115.22,0.0
reverse,0.130726,cm^3/(mol*s),4.04344,121.102,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27669,0.0318169,0.181952,parsed,ZEUS,rxn_2015,92.74,129.87,0.0
forward,0.0809304,cm^3/(mol*s),3.73744,27.4981,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18799,0.0224377,0.128315,parsed,ZEUS,rxn_2015,92.74,129.87,0.0
reverse,791.727,cm^3/(mol*s),2.69753,31.3271,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09005,0.0112302,0.0642225,parsed,ZEUS,rxn_210,13.04,50.77,0.0
forward,496037.0,cm^3/(mol*s),2.63332,24.0659,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43202,0.0467715,0.267474,parsed,ZEUS,rxn_210,13.04,50.77,0.0
reverse,0.000781688,cm^3/(mol*s),4.4243,11.3449,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65492,0.0656141,0.375229,parsed,ZEUS,rxn_871,0.0,105.01,73.59
forward,0.00492369,cm^3/(mol*s),4.54952,85.7092,kJ/mol,1.0,K,300.0,K,3000.0,K,1.73327,0.0716394,0.409686,parsed,ZEUS,rxn_871,0.0,105.01,73.59
reverse,9.32017e-05,cm^3/(mol*s),4.88796,35.9896,kJ/mol,1.0,K,300.0,K,3000.0,K,2.28462,0.107613,0.615411,parsed,ZEUS,rxn_911,14.68,60.53,0.0
forward,9.91542e-05,cm^3/(mol*s),4.82982,21.8696,kJ/mol,1.0,K,300.0,K,3000.0,K,2.22587,0.10422,0.596005,parsed,ZEUS,rxn_911,14.68,60.53,0.0
reverse,0.0679324,cm^3/(mol*s),4.14127,5.03619,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33626,0.0377568,0.215921,parsed,ZEUS,rxn_1586,0.0,87.73,66.87
forward,0.110587,cm^3/(mol*s),4.08775,70.6002,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28105,0.0322605,0.184489,parsed,ZEUS,rxn_1586,0.0,87.73,66.87
reverse,921.419,cm^3/(mol*s),2.73814,-2.08756,kJ/mol,1.0,K,300.0,K,3000.0,K,1.01554,0.00200913,0.0114896,parsed,ZEUS,rxn_623,0.0,35.43,17.92
forward,163390.0,cm^3/(mol*s),2.52692,19.9208,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24157,0.0281836,0.161174,parsed,ZEUS,rxn_623,0.0,35.43,17.92
reverse,3.25574e-05,cm^3/(mol*s),4.57643,13.4637,kJ/mol,1.0,K,300.0,K,3000.0,K,1.80029,0.0765809,0.437945,parsed,ZEUS,rxn_491,0.0,81.09,46.87
forward,0.000537639,cm^3/(mol*s),4.64363,61.7917,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86684,0.081309,0.464984,parsed,ZEUS,rxn_491,0.0,81.09,46.87
reverse,0.00100567,cm^3/(mol*s),4.07139,3.89053,kJ/mol,1.0,K,300.0,K,3000.0,K,1.33218,0.0373583,0.213642,parsed,ZEUS,rxn_944,0.0,91.21,72.15
forward,0.000534765,cm^3/(mol*s),4.31288,76.1816,kJ/mol,1.0,K,300.0,K,3000.0,K,1.4093,0.044688,0.255558,parsed,ZEUS,rxn_944,0.0,91.21,72.15
reverse,0.00652013,cm^3/(mol*s),3.71404,-1.80614,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08562,0.0107,0.0611902,parsed,ZEUS,rxn_548,0.0,81.36,73.26
forward,0.0398931,cm^3/(mol*s),3.71854,72.033,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09899,0.0122946,0.0703093,parsed,ZEUS,rxn_548,0.0,81.36,73.26
reverse,6.55942e-06,cm^3/(mol*s),4.95915,57.4759,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2939,0.108141,0.618431,parsed,ZEUS,rxn_2001,29.08,77.69,0.0
forward,6.07676e-06,cm^3/(mol*s),4.72149,27.6624,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21988,0.103869,0.594001,parsed,ZEUS,rxn_2001,29.08,77.69,0.0
reverse,9.12029e-07,cm^3/(mol*s),4.91113,23.2528,kJ/mol,1.0,K,300.0,K,3000.0,K,2.37098,0.112447,0.643051,parsed,ZEUS,rxn_1843,0.0,56.7,6.69
forward,5.23465e-07,cm^3/(mol*s),5.01535,30.1658,kJ/mol,1.0,K,300.0,K,3000.0,K,2.46217,0.117362,0.671161,parsed,ZEUS,rxn_1843,0.0,56.7,6.69
reverse,5.04168e-07,cm^3/(mol*s),4.91817,35.3437,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50339,0.119525,0.683528,parsed,ZEUS,rxn_1196,0.0,58.22,1.91
forward,1.15323e-07,cm^3/(mol*s),5.09527,36.625,kJ/mol,1.0,K,300.0,K,3000.0,K,2.57027,0.122959,0.703166,parsed,ZEUS,rxn_1196,0.0,58.22,1.91
reverse,0.26863,cm^3/(mol*s),3.9872,1.14095,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20157,0.0239176,0.136778,parsed,ZEUS,rxn_1614,0.0,96.02,83.85
forward,0.284162,cm^3/(mol*s),3.87281,84.8066,kJ/mol,1.0,K,300.0,K,3000.0,K,1.17196,0.0206685,0.118197,parsed,ZEUS,rxn_1614,0.0,96.02,83.85
reverse,9.34239e-07,cm^3/(mol*s),5.03762,27.9507,kJ/mol,1.0,K,300.0,K,3000.0,K,2.58526,0.123716,0.707496,parsed,ZEUS,rxn_1308,0.0,61.92,10.78
forward,1.24371e-06,cm^3/(mol*s),5.04258,39.7923,kJ/mol,1.0,K,300.0,K,3000.0,K,2.59849,0.124381,0.711298,parsed,ZEUS,rxn_1308,0.0,61.92,10.78
reverse,1.89008e-05,cm^3/(mol*s),4.6568,72.6396,kJ/mol,1.0,K,300.0,K,3000.0,K,1.95459,0.087292,0.499199,parsed,ZEUS,rxn_1103,55.28,93.49,0.0
forward,3.27654e-05,cm^3/(mol*s),4.55975,16.5972,kJ/mol,1.0,K,300.0,K,3000.0,K,1.85247,0.0803027,0.459229,parsed,ZEUS,rxn_1103,55.28,93.49,0.0
reverse,0.00350466,cm^3/(mol*s),4.73239,59.7208,kJ/mol,1.0,K,300.0,K,3000.0,K,1.94014,0.0863256,0.493672,parsed,ZEUS,rxn_1435,43.65,80.38,0.0
forward,2.09633e-05,cm^3/(mol*s),4.59442,13.2352,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86861,0.0814323,0.465689,parsed,ZEUS,rxn_1435,43.65,80.38,0.0
reverse,1.6184e-06,cm^3/(mol*s),5.03535,23.125,kJ/mol,1.0,K,300.0,K,3000.0,K,2.59237,0.124074,0.709543,parsed,ZEUS,rxn_432,0.0,53.15,0.91
forward,3.00236e-07,cm^3/(mol*s),5.53354,25.0817,kJ/mol,1.0,K,300.0,K,3000.0,K,3.06395,0.145843,0.834035,parsed,ZEUS,rxn_432,0.0,53.15,0.91
reverse,0.000294956,cm^3/(mol*s),4.59563,11.7224,kJ/mol,1.0,K,300.0,K,3000.0,K,1.78302,0.0753253,0.430764,parsed,ZEUS,rxn_962,0.0,64.56,34.17
forward,0.00154731,cm^3/(mol*s),4.52403,46.8923,kJ/mol,1.0,K,300.0,K,3000.0,K,1.7306,0.0714389,0.408539,parsed,ZEUS,rxn_962,0.0,64.56,34.17
reverse,6.0856e-05,cm^3/(mol*s),4.62174,10.7056,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84073,0.0794744,0.454492,parsed,ZEUS,rxn_445,0.0,53.5,17.86
forward,5.20876e-06,cm^3/(mol*s),5.09833,29.3091,kJ/mol,1.0,K,300.0,K,3000.0,K,2.20979,0.103276,0.590604,parsed,ZEUS,rxn_445,0.0,53.5,17.86
reverse,0.343628,cm^3/(mol*s),4.06438,105.414,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21131,0.0249699,0.142796,parsed,ZEUS,rxn_1996,102.62,116.32,0.0
forward,0.0513396,cm^3/(mol*s),3.69928,1.29221,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11233,0.0138665,0.0792986,parsed,ZEUS,rxn_1996,102.62,116.32,0.0
reverse,0.000319246,cm^3/(mol*s),4.6455,40.5456,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09929,0.0965942,0.552395,parsed,ZEUS,rxn_1649,0.0,64.72,4.74
forward,7.12914e-05,cm^3/(mol*s),4.64676,44.091,kJ/mol,1.0,K,300.0,K,3000.0,K,2.13504,0.0987936,0.564973,parsed,ZEUS,rxn_1649,0.0,64.72,4.74
reverse,4.92078e-05,cm^3/(mol*s),4.63552,15.4119,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89973,0.0835835,0.477991,parsed,ZEUS,rxn_1821,0.0,81.64,44.5
forward,2.13225e-05,cm^3/(mol*s),4.72761,59.6132,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99476,0.0899412,0.514349,parsed,ZEUS,rxn_1821,0.0,81.64,44.5
reverse,0.0519247,cm^3/(mol*s),3.8616,23.3747,kJ/mol,1.0,K,300.0,K,3000.0,K,1.25722,0.0298145,0.170501,parsed,ZEUS,rxn_1660,0.0,127.73,93.97
forward,0.00576063,cm^3/(mol*s),4.04293,116.684,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35155,0.0392384,0.224393,parsed,ZEUS,rxn_1660,0.0,127.73,93.97
reverse,3.79574e-07,cm^3/(mol*s),4.98349,24.0374,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49156,0.118908,0.679999,parsed,ZEUS,rxn_1089,0.0,82.21,36.2
forward,1.31521e-06,cm^3/(mol*s),5.00952,60.7385,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50232,0.119469,0.683209,parsed,ZEUS,rxn_1089,0.0,82.21,36.2
reverse,2.81191e-05,cm^3/(mol*s),4.60197,72.0578,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71377,0.0701656,0.401258,parsed,ZEUS,rxn_2010,59.04,90.25,0.0
forward,0.000688573,cm^3/(mol*s),4.37863,14.3575,kJ/mol,1.0,K,300.0,K,3000.0,K,1.64231,0.0646178,0.369531,parsed,ZEUS,rxn_2010,59.04,90.25,0.0
reverse,0.000222174,cm^3/(mol*s),4.86946,61.7779,kJ/mol,1.0,K,300.0,K,3000.0,K,2.1706,0.100945,0.577277,parsed,ZEUS,rxn_998,42.56,83.29,0.0
forward,5.93646e-06,cm^3/(mol*s),4.79091,16.5403,kJ/mol,1.0,K,300.0,K,3000.0,K,2.12861,0.0984006,0.562726,parsed,ZEUS,rxn_998,42.56,83.29,0.0
reverse,0.106318,cm^3/(mol*s),4.09432,70.5989,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29099,0.0332676,0.190248,parsed,ZEUS,rxn_1833,66.87,87.73,0.0
forward,0.0653099,cm^3/(mol*s),4.14783,5.03483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.34665,0.0387657,0.22169,parsed,ZEUS,rxn_1833,66.87,87.73,0.0
reverse,5.14731e-07,cm^3/(mol*s),5.11589,50.2875,kJ/mol,1.0,K,300.0,K,3000.0,K,2.71821,0.130248,0.744851,parsed,ZEUS,rxn_1091,23.46,74.15,0.0
