reaction_type,A,A_unit,n,Ea,Ea_unit,T0,T0_unit,Tmin,Tmin_unit,Tmax,Tmax_unit,dA,dn,dEa,status,group,reaction_id,E0_reactants_kJmol,E0_TS_kJmol,E0_products_kJmol
forward,7.35457e-07,cm^3/(mol*s),5.04769,26.5456,kJ/mol,1.0,K,300.0,K,3000.0,K,2.67307,0.128066,0.732376,parsed,ZEUS,rxn_1091,23.46,74.15,0.0
reverse,0.000729928,cm^3/(mol*s),4.09653,74.324,kJ/mol,1.0,K,300.0,K,3000.0,K,1.28642,0.032805,0.187603,parsed,ZEUS,rxn_2019,69.3,87.56,0.0
forward,0.000229224,cm^3/(mol*s),3.9281,3.4948,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23873,0.0278853,0.159468,parsed,ZEUS,rxn_2019,69.3,87.56,0.0
reverse,0.0461177,cm^3/(mol*s),4.39591,63.9988,kJ/mol,1.0,K,300.0,K,3000.0,K,1.51497,0.0541055,0.309414,parsed,ZEUS,rxn_752,55.07,81.0,0.0
forward,0.929841,cm^3/(mol*s),4.06413,9.41666,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36564,0.0405895,0.23212,parsed,ZEUS,rxn_752,55.07,81.0,0.0
reverse,0.00249833,cm^3/(mol*s),4.22704,30.2621,kJ/mol,1.0,K,300.0,K,3000.0,K,1.43487,0.0470304,0.268954,parsed,ZEUS,rxn_117,22.72,53.74,0.0
forward,0.00663855,cm^3/(mol*s),4.40424,8.88747,kJ/mol,1.0,K,300.0,K,3000.0,K,1.60734,0.061815,0.353503,parsed,ZEUS,rxn_117,22.72,53.74,0.0
reverse,4.61854e-06,cm^3/(mol*s),4.8397,43.803,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21242,0.103431,0.591492,parsed,ZEUS,rxn_1280,25.13,66.41,0.0
forward,3.21618e-06,cm^3/(mol*s),4.91506,18.4155,kJ/mol,1.0,K,300.0,K,3000.0,K,2.2158,0.10363,0.592629,parsed,ZEUS,rxn_1280,25.13,66.41,0.0
reverse,0.032708,cm^3/(mol*s),4.61446,10.234,kJ/mol,1.0,K,300.0,K,3000.0,K,1.68069,0.0676272,0.386741,parsed,ZEUS,rxn_270,0.0,61.93,33.04
forward,0.269475,cm^3/(mol*s),4.21337,43.1304,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48386,0.051403,0.29396,parsed,ZEUS,rxn_270,0.0,61.93,33.04
reverse,4.64469e-17,cm^3/(mol*s),7.39535,56.4325,kJ/mol,1.0,K,300.0,K,3000.0,K,15.9279,0.360545,2.06185,parsed,ZEUS,rxn_1025,16.18,110.43,0.0
forward,4.36988e-18,cm^3/(mol*s),7.51236,39.0508,kJ/mol,1.0,K,300.0,K,3000.0,K,15.8879,0.360217,2.05998,parsed,ZEUS,rxn_1025,16.18,110.43,0.0
reverse,7.26158e-08,cm^3/(mol*s),5.31576,43.4015,kJ/mol,1.0,K,300.0,K,3000.0,K,3.35492,0.15766,0.901613,parsed,ZEUS,rxn_1116,3.28,68.94,0.0
forward,3.06506e-07,cm^3/(mol*s),5.36912,40.531,kJ/mol,1.0,K,300.0,K,3000.0,K,3.34473,0.157263,0.899346,parsed,ZEUS,rxn_1116,3.28,68.94,0.0
reverse,103.578,cm^3/(mol*s),3.46473,92.8989,kJ/mol,1.0,K,300.0,K,3000.0,K,1.02537,0.00326309,0.0186607,parsed,ZEUS,rxn_1453,94.31,97.26,0.0
forward,0.198704,cm^3/(mol*s),3.6833,-3.26891,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06835,0.00861113,0.0492447,parsed,ZEUS,rxn_1453,94.31,97.26,0.0
reverse,0.219087,cm^3/(mol*s),3.35375,-6.46064,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11143,0.0137611,0.0786958,parsed,ZEUS,rxn_228,0.0,50.2,43.69
forward,0.0571537,cm^3/(mol*s),3.79532,38.3657,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0985,0.0122367,0.0699783,parsed,ZEUS,rxn_228,0.0,50.2,43.69
reverse,0.0118536,cm^3/(mol*s),4.68144,25.9099,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84847,0.0800206,0.457616,parsed,ZEUS,rxn_328,16.16,48.92,0.0
forward,0.017694,cm^3/(mol*s),4.39866,8.23062,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5577,0.057729,0.330136,parsed,ZEUS,rxn_328,16.16,48.92,0.0
reverse,4.36577e-05,cm^3/(mol*s),4.82801,32.3566,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99353,0.0898612,0.513892,parsed,ZEUS,rxn_1911,14.9,50.9,0.0
forward,8.43108e-05,cm^3/(mol*s),4.71205,16.9938,kJ/mol,1.0,K,300.0,K,3000.0,K,1.95882,0.0875734,0.500808,parsed,ZEUS,rxn_1911,14.9,50.9,0.0
reverse,3.15781,cm^3/(mol*s),3.75189,1.09355,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11237,0.0138714,0.0793267,parsed,ZEUS,rxn_838,0.0,137.15,123.09
forward,0.105222,cm^3/(mol*s),4.01941,123.301,kJ/mol,1.0,K,300.0,K,3000.0,K,1.23192,0.0271672,0.155362,parsed,ZEUS,rxn_838,0.0,137.15,123.09
reverse,0.0289963,cm^3/(mol*s),4.3654,11.1764,kJ/mol,1.0,K,300.0,K,3000.0,K,1.61122,0.0621289,0.355298,parsed,ZEUS,rxn_855,0.0,130.95,99.79
forward,0.0304027,cm^3/(mol*s),4.59624,111.418,kJ/mol,1.0,K,300.0,K,3000.0,K,1.71035,0.0699056,0.399771,parsed,ZEUS,rxn_855,0.0,130.95,99.79
reverse,0.00468295,cm^3/(mol*s),4.15603,99.2814,kJ/mol,1.0,K,300.0,K,3000.0,K,1.32966,0.0371112,0.212229,parsed,ZEUS,rxn_745,94.04,112.84,0.0
forward,0.000549662,cm^3/(mol*s),4.05628,4.74428,kJ/mol,1.0,K,300.0,K,3000.0,K,1.30986,0.035157,0.201053,parsed,ZEUS,rxn_745,94.04,112.84,0.0
reverse,8.20899e-06,cm^3/(mol*s),5.0197,26.9744,kJ/mol,1.0,K,300.0,K,3000.0,K,2.7255,0.130597,0.746846,parsed,ZEUS,rxn_1238,0.0,89.58,35.91
forward,3.3532e-06,cm^3/(mol*s),5.35875,63.9446,kJ/mol,1.0,K,300.0,K,3000.0,K,2.95715,0.141221,0.807606,parsed,ZEUS,rxn_1238,0.0,89.58,35.91
reverse,0.0133787,cm^3/(mol*s),4.10871,32.0754,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24931,0.0289925,0.1658,parsed,ZEUS,rxn_456,32.48,45.17,0.0
forward,0.0214328,cm^3/(mol*s),3.86944,-1.86934,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09877,0.0122686,0.0701607,parsed,ZEUS,rxn_456,32.48,45.17,0.0
reverse,315423.0,cm^3/(mol*s),2.43706,13.975,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29467,0.0336382,0.192368,parsed,ZEUS,rxn_818,0.0,117.77,91.77
forward,4426.24,cm^3/(mol*s),2.7441,100.81,kJ/mol,1.0,K,300.0,K,3000.0,K,1.06356,0.00802579,0.0458973,parsed,ZEUS,rxn_818,0.0,117.77,91.77
reverse,0.0263353,cm^3/(mol*s),3.96571,0.612496,kJ/mol,1.0,K,300.0,K,3000.0,K,1.24108,0.0281314,0.160876,parsed,ZEUS,rxn_964,0.0,80.58,67.92
forward,0.30788,cm^3/(mol*s),3.95408,70.4082,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21685,0.0255639,0.146193,parsed,ZEUS,rxn_964,0.0,80.58,67.92
reverse,0.156812,cm^3/(mol*s),4.09696,9.82147,kJ/mol,1.0,K,300.0,K,3000.0,K,1.35068,0.0391542,0.223912,parsed,ZEUS,rxn_841,0.0,108.53,81.53
forward,0.0657545,cm^3/(mol*s),4.32498,91.0891,kJ/mol,1.0,K,300.0,K,3000.0,K,1.48862,0.0518201,0.296345,parsed,ZEUS,rxn_841,0.0,108.53,81.53
reverse,0.000262239,cm^3/(mol*s),4.59582,44.662,kJ/mol,1.0,K,300.0,K,3000.0,K,1.87099,0.081598,0.466637,parsed,ZEUS,rxn_1341,31.7,64.34,0.0
forward,0.000104833,cm^3/(mol*s),4.89447,13.9593,kJ/mol,1.0,K,300.0,K,3000.0,K,1.99822,0.0901674,0.515643,parsed,ZEUS,rxn_1341,31.7,64.34,0.0
reverse,1.26349e-07,cm^3/(mol*s),5.33489,35.6586,kJ/mol,1.0,K,300.0,K,3000.0,K,3.29459,0.155296,0.888094,parsed,ZEUS,rxn_1227,0.0,64.91,0.14
forward,2.13892e-06,cm^3/(mol*s),5.41187,37.6448,kJ/mol,1.0,K,300.0,K,3000.0,K,3.36177,0.157925,0.903132,parsed,ZEUS,rxn_1227,0.0,64.91,0.14
reverse,0.543499,cm^3/(mol*s),3.8211,58.1746,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14105,0.017186,0.0982819,parsed,ZEUS,rxn_572,59.09,68.24,0.0
forward,0.546829,cm^3/(mol*s),3.76782,-0.0286264,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12217,0.0150135,0.0858582,parsed,ZEUS,rxn_572,59.09,68.24,0.0
reverse,3235550.0,cm^3/(mol*s),2.16769,11.6806,kJ/mol,1.0,K,300.0,K,3000.0,K,1.10151,0.0125924,0.0720125,parsed,ZEUS,rxn_801,0.0,95.85,75.42
forward,30348.2,cm^3/(mol*s),2.4306,81.8868,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20146,0.0239058,0.136711,parsed,ZEUS,rxn_801,0.0,95.85,75.42
reverse,0.00484573,cm^3/(mol*s),4.12198,7.64974,kJ/mol,1.0,K,300.0,K,3000.0,K,1.41319,0.0450473,0.257613,parsed,ZEUS,rxn_873,0.0,135.48,111.59
forward,0.30676,cm^3/(mol*s),4.29426,120.839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.46345,0.0495993,0.283645,parsed,ZEUS,rxn_873,0.0,135.48,111.59
reverse,3.81779e-05,cm^3/(mol*s),4.79143,79.6597,kJ/mol,1.0,K,300.0,K,3000.0,K,2.07997,0.0953897,0.545508,parsed,ZEUS,rxn_1179,59.66,98.75,0.0
forward,1.57432e-05,cm^3/(mol*s),4.6972,19.2168,kJ/mol,1.0,K,300.0,K,3000.0,K,2.03554,0.0925772,0.529424,parsed,ZEUS,rxn_1179,59.66,98.75,0.0
reverse,0.685078,cm^3/(mol*s),3.46789,2.75991,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05184,0.00658262,0.0376442,parsed,ZEUS,rxn_478,5.34,14.2,0.0
forward,57.1647,cm^3/(mol*s),3.44028,0.585289,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16472,0.0198608,0.113578,parsed,ZEUS,rxn_478,5.34,14.2,0.0
reverse,0.0700842,cm^3/(mol*s),3.79874,38.506,kJ/mol,1.0,K,300.0,K,3000.0,K,1.09657,0.0120078,0.0686691,parsed,ZEUS,rxn_780,43.69,49.98,0.0
forward,0.268653,cm^3/(mol*s),3.35717,-6.32032,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11339,0.0139899,0.0800043,parsed,ZEUS,rxn_780,43.69,49.98,0.0
reverse,0.00280006,cm^3/(mol*s),4.78791,60.0349,kJ/mol,1.0,K,300.0,K,3000.0,K,2.06815,0.0946478,0.541265,parsed,ZEUS,rxn_1215,43.5,83.29,0.0
forward,0.000283533,cm^3/(mol*s),4.72692,15.5355,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0323,0.0923702,0.528239,parsed,ZEUS,rxn_1215,43.5,83.29,0.0
reverse,0.28573,cm^3/(mol*s),3.52916,-5.78516,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05724,0.00725052,0.0414637,parsed,ZEUS,rxn_213,0.0,84.32,74.5
forward,0.333881,cm^3/(mol*s),4.15257,70.5359,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20676,0.0244793,0.13999,parsed,ZEUS,rxn_213,0.0,84.32,74.5
reverse,7.90222,cm^3/(mol*s),3.37038,50.2372,kJ/mol,1.0,K,300.0,K,3000.0,K,1.11701,0.0144132,0.0824251,parsed,ZEUS,rxn_368,56.55,58.84,0.0
forward,22.9525,cm^3/(mol*s),3.36314,-5.02878,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03977,0.00507941,0.0290477,parsed,ZEUS,rxn_368,56.55,58.84,0.0
reverse,0.285794,cm^3/(mol*s),3.52914,-5.7851,kJ/mol,1.0,K,300.0,K,3000.0,K,1.05725,0.00725081,0.0414654,parsed,ZEUS,rxn_296,0.0,84.32,74.5
forward,0.333955,cm^3/(mol*s),4.15256,70.536,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20676,0.0244789,0.139988,parsed,ZEUS,rxn_296,0.0,84.32,74.5
reverse,0.000236774,cm^3/(mol*s),4.68332,23.2441,kJ/mol,1.0,K,300.0,K,3000.0,K,1.86488,0.0811719,0.4642,parsed,ZEUS,rxn_557,4.23,41.72,0.0
forward,9.79871e-05,cm^3/(mol*s),4.54444,18.2893,kJ/mol,1.0,K,300.0,K,3000.0,K,1.8055,0.076957,0.440096,parsed,ZEUS,rxn_557,4.23,41.72,0.0
reverse,29272.6,cm^3/(mol*s),2.51009,137.118,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15197,0.0184271,0.10538,parsed,ZEUS,rxn_1169,131.26,150.82,0.0
forward,2466470.0,cm^3/(mol*s),2.23258,10.6775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15887,0.0192052,0.109829,parsed,ZEUS,rxn_1169,131.26,150.82,0.0
reverse,5252210000.0,cm^3/(mol*s),2.26316,112.751,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12646,0.0155099,0.0886966,parsed,ZEUS,rxn_203,93.37,116.99,0.0
forward,2257450000000.0,cm^3/(mol*s),1.56349,23.2856,kJ/mol,1.0,K,300.0,K,3000.0,K,1.0273,0.00350881,0.0200659,parsed,ZEUS,rxn_203,93.37,116.99,0.0
reverse,1.31775,cm^3/(mol*s),3.67045,93.4944,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03655,0.00467589,0.0267401,parsed,ZEUS,rxn_110,97.24,107.04,0.0
forward,6.72141,cm^3/(mol*s),3.68344,-1.70726,kJ/mol,1.0,K,300.0,K,3000.0,K,1.08443,0.0105571,0.0603731,parsed,ZEUS,rxn_110,97.24,107.04,0.0
reverse,0.000548953,cm^3/(mol*s),4.59927,57.6259,kJ/mol,1.0,K,300.0,K,3000.0,K,1.92075,0.0850172,0.48619,parsed,ZEUS,rxn_1121,42.48,76.61,0.0
forward,0.000164853,cm^3/(mol*s),4.89296,15.0817,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0405,0.0928947,0.531239,parsed,ZEUS,rxn_1121,42.48,76.61,0.0
reverse,5.5994e-06,cm^3/(mol*s),4.9916,32.2869,kJ/mol,1.0,K,300.0,K,3000.0,K,2.75055,0.131788,0.753661,parsed,ZEUS,rxn_1020,0.0,79.8,22.17
forward,6.42092e-07,cm^3/(mol*s),5.25496,54.399,kJ/mol,1.0,K,300.0,K,3000.0,K,2.90003,0.138681,0.79308,parsed,ZEUS,rxn_1020,0.0,79.8,22.17
reverse,9.29617e-05,cm^3/(mol*s),4.78612,21.3888,kJ/mol,1.0,K,300.0,K,3000.0,K,2.19339,0.102306,0.585057,parsed,ZEUS,rxn_1247,0.0,137.73,95.04
forward,3.25953e-05,cm^3/(mol*s),5.18036,117.124,kJ/mol,1.0,K,300.0,K,3000.0,K,2.4497,0.116701,0.667379,parsed,ZEUS,rxn_1247,0.0,137.73,95.04
reverse,0.000189101,cm^3/(mol*s),4.07088,4.32418,kJ/mol,1.0,K,300.0,K,3000.0,K,1.29206,0.0333748,0.190861,parsed,ZEUS,rxn_615,0.0,61.49,42.82
forward,0.000139465,cm^3/(mol*s),4.20373,46.6504,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36895,0.0409046,0.233922,parsed,ZEUS,rxn_615,0.0,61.49,42.82
reverse,0.00228798,cm^3/(mol*s),3.67707,24.7664,kJ/mol,1.0,K,300.0,K,3000.0,K,2.09653,0.0964229,0.551416,parsed,ZEUS,rxn_886,0.0,58.31,11.25
forward,0.00871262,cm^3/(mol*s),3.75099,34.6163,kJ/mol,1.0,K,300.0,K,3000.0,K,2.10903,0.0971968,0.555842,parsed,ZEUS,rxn_886,0.0,58.31,11.25
reverse,5.27938e-08,cm^3/(mol*s),5.66102,46.8483,kJ/mol,1.0,K,300.0,K,3000.0,K,3.78605,0.173406,0.991663,parsed,ZEUS,rxn_2008,10.39,74.41,0.0
forward,5.28422e-08,cm^3/(mol*s),5.47686,36.0566,kJ/mol,1.0,K,300.0,K,3000.0,K,3.68448,0.169864,0.971408,parsed,ZEUS,rxn_2008,10.39,74.41,0.0
reverse,535698.0,cm^3/(mol*s),2.62919,98.1158,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19641,0.0233569,0.133572,parsed,ZEUS,rxn_635,100.09,105.76,0.0
forward,5602.76,cm^3/(mol*s),2.56867,-6.51032,kJ/mol,1.0,K,300.0,K,3000.0,K,1.18928,0.022579,0.129123,parsed,ZEUS,rxn_635,100.09,105.76,0.0
reverse,1.38824,cm^3/(mol*s),3.80546,35.3624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12763,0.0156458,0.0894742,parsed,ZEUS,rxn_553,34.05,45.23,0.0
forward,0.199539,cm^3/(mol*s),4.01966,1.8018,kJ/mol,1.0,K,300.0,K,3000.0,K,1.21964,0.0258617,0.147896,parsed,ZEUS,rxn_553,34.05,45.23,0.0
reverse,3.41409e-07,cm^3/(mol*s),5.27128,38.2078,kJ/mol,1.0,K,300.0,K,3000.0,K,3.40912,0.159747,0.913549,parsed,ZEUS,rxn_581,0.0,104.0,39.68
forward,1.61107e-06,cm^3/(mol*s),5.33528,78.9064,kJ/mol,1.0,K,300.0,K,3000.0,K,3.49753,0.163082,0.93262,parsed,ZEUS,rxn_581,0.0,104.0,39.68
reverse,16.2672,cm^3/(mol*s),3.59959,127.969,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04538,0.00578027,0.0330558,parsed,ZEUS,rxn_1362,132.46,134.47,0.0
forward,5.46255,cm^3/(mol*s),3.56461,-4.54539,kJ/mol,1.0,K,300.0,K,3000.0,K,1.04391,0.00559712,0.0320084,parsed,ZEUS,rxn_1362,132.46,134.47,0.0
reverse,1997.06,cm^3/(mol*s),2.48845,120.533,kJ/mol,1.0,K,300.0,K,3000.0,K,1.142,0.0172946,0.0989031,parsed,ZEUS,rxn_1389,116.97,135.26,0.0
forward,2679370.0,cm^3/(mol*s),2.18603,9.38775,kJ/mol,1.0,K,300.0,K,3000.0,K,1.14979,0.0181809,0.103972,parsed,ZEUS,rxn_1389,116.97,135.26,0.0
reverse,0.0148234,cm^3/(mol*s),4.62486,37.2036,kJ/mol,1.0,K,300.0,K,3000.0,K,1.84904,0.0800613,0.457848,parsed,ZEUS,rxn_675,23.98,60.09,0.0
forward,0.0117656,cm^3/(mol*s),4.53103,12.9106,kJ/mol,1.0,K,300.0,K,3000.0,K,1.77058,0.0744132,0.425549,parsed,ZEUS,rxn_675,23.98,60.09,0.0
reverse,0.0403228,cm^3/(mol*s),4.02762,0.0148617,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20257,0.0240265,0.137401,parsed,ZEUS,rxn_377,0.0,41.81,24.97
forward,0.046433,cm^3/(mol*s),4.23643,26.18,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36703,0.0407214,0.232875,parsed,ZEUS,rxn_377,0.0,41.81,24.97
reverse,3.80186e-08,cm^3/(mol*s),5.58439,32.399,kJ/mol,1.0,K,300.0,K,3000.0,K,3.67545,0.169545,0.969579,parsed,ZEUS,rxn_1977,0.0,83.31,23.26
forward,6.40786e-08,cm^3/(mol*s),5.54722,55.1073,kJ/mol,1.0,K,300.0,K,3000.0,K,3.59729,0.166745,0.953568,parsed,ZEUS,rxn_1977,0.0,83.31,23.26
reverse,0.151899,cm^3/(mol*s),4.39177,12.5624,kJ/mol,1.0,K,300.0,K,3000.0,K,1.65886,0.0659237,0.376999,parsed,ZEUS,rxn_848,0.0,86.0,52.56
forward,0.0231429,cm^3/(mol*s),4.61553,64.2338,kJ/mol,1.0,K,300.0,K,3000.0,K,1.76315,0.073866,0.422419,parsed,ZEUS,rxn_848,0.0,86.0,52.56
reverse,1.24835e-06,cm^3/(mol*s),5.01416,60.6709,kJ/mol,1.0,K,300.0,K,3000.0,K,2.50226,0.119465,0.68319,parsed,ZEUS,rxn_1176,36.2,82.21,0.0
forward,3.6028e-07,cm^3/(mol*s),4.98813,23.9698,kJ/mol,1.0,K,300.0,K,3000.0,K,2.49134,0.118896,0.679933,parsed,ZEUS,rxn_1176,36.2,82.21,0.0
reverse,0.0116905,cm^3/(mol*s),3.88943,36.2151,kJ/mol,1.0,K,300.0,K,3000.0,K,2.28332,0.107539,0.614988,parsed,ZEUS,rxn_751,13.3,61.69,0.0
forward,0.0391615,cm^3/(mol*s),3.80032,23.0531,kJ/mol,1.0,K,300.0,K,3000.0,K,2.21495,0.10358,0.592344,parsed,ZEUS,rxn_751,13.3,61.69,0.0
reverse,0.00128397,cm^3/(mol*s),4.45009,20.4089,kJ/mol,1.0,K,300.0,K,3000.0,K,2.17096,0.100967,0.577402,parsed,ZEUS,rxn_654,1.68,45.43,0.0
forward,0.0032308,cm^3/(mol*s),4.47032,18.8546,kJ/mol,1.0,K,300.0,K,3000.0,K,2.26641,0.106571,0.609449,parsed,ZEUS,rxn_654,1.68,45.43,0.0
reverse,2.65373e-07,cm^3/(mol*s),5.18361,30.564,kJ/mol,1.0,K,300.0,K,3000.0,K,2.88334,0.137929,0.788781,parsed,ZEUS,rxn_1336,0.0,62.87,7.48
forward,1.44735e-06,cm^3/(mol*s),5.24412,39.5012,kJ/mol,1.0,K,300.0,K,3000.0,K,2.89119,0.138284,0.790806,parsed,ZEUS,rxn_1336,0.0,62.87,7.48
reverse,0.030136,cm^3/(mol*s),4.48957,69.3242,kJ/mol,1.0,K,300.0,K,3000.0,K,1.5739,0.0590763,0.337841,parsed,ZEUS,rxn_476,61.95,87.83,0.0
forward,0.961744,cm^3/(mol*s),4.15748,8.33791,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42098,0.0457634,0.261708,parsed,ZEUS,rxn_476,61.95,87.83,0.0
reverse,3.88987e-08,cm^3/(mol*s),5.33469,65.7575,kJ/mol,1.0,K,300.0,K,3000.0,K,3.22296,0.152433,0.871722,parsed,ZEUS,rxn_1200,37.57,91.22,0.0
forward,7.68703e-08,cm^3/(mol*s),5.32291,28.4972,kJ/mol,1.0,K,300.0,K,3000.0,K,3.15612,0.149703,0.856113,parsed,ZEUS,rxn_1200,37.57,91.22,0.0
reverse,8.01124e-06,cm^3/(mol*s),5.15324,29.9444,kJ/mol,1.0,K,300.0,K,3000.0,K,3.04105,0.144866,0.828447,parsed,ZEUS,rxn_1254,0.0,64.85,8.18
forward,6.60319e-07,cm^3/(mol*s),5.59217,37.5621,kJ/mol,1.0,K,300.0,K,3000.0,K,3.34853,0.157411,0.900191,parsed,ZEUS,rxn_1254,0.0,64.85,8.18
reverse,78711.6,cm^3/(mol*s),2.64279,13.911,kJ/mol,1.0,K,300.0,K,3000.0,K,1.42986,0.0465751,0.26635,parsed,ZEUS,rxn_816,0.0,166.9,139.35
forward,1401.26,cm^3/(mol*s),3.16375,150.022,kJ/mol,1.0,K,300.0,K,3000.0,K,1.15864,0.0191791,0.10968,parsed,ZEUS,rxn_816,0.0,166.9,139.35
reverse,1.58202,cm^3/(mol*s),3.65754,9.99677,kJ/mol,1.0,K,300.0,K,3000.0,K,1.03942,0.00503574,0.028798,parsed,ZEUS,rxn_260,14.24,22.66,0.0
forward,164.469,cm^3/(mol*s),3.2808,-1.44994,kJ/mol,1.0,K,300.0,K,3000.0,K,1.1052,0.0130286,0.0745072,parsed,ZEUS,rxn_260,14.24,22.66,0.0
reverse,1.4485e-06,cm^3/(mol*s),5.23427,42.6954,kJ/mol,1.0,K,300.0,K,3000.0,K,3.11885,0.148156,0.847263,parsed,ZEUS,rxn_1376,2.57,66.27,0.0
forward,3.97547e-07,cm^3/(mol*s),5.29101,39.4479,kJ/mol,1.0,K,300.0,K,3000.0,K,3.16111,0.149909,0.857287,parsed,ZEUS,rxn_1376,2.57,66.27,0.0
reverse,0.00310293,cm^3/(mol*s),4.7194,58.1925,kJ/mol,1.0,K,300.0,K,3000.0,K,1.96535,0.0880065,0.503285,parsed,ZEUS,rxn_201,42.25,81.97,0.0
forward,0.00670955,cm^3/(mol*s),4.58727,15.6483,kJ/mol,1.0,K,300.0,K,3000.0,K,1.89633,0.0833505,0.476658,parsed,ZEUS,rxn_201,42.25,81.97,0.0
reverse,1.04316e-05,cm^3/(mol*s),4.80657,47.9686,kJ/mol,1.0,K,300.0,K,3000.0,K,2.0862,0.0957792,0.547735,parsed,ZEUS,rxn_2002,20.72,66.58,0.0
forward,3.19512e-06,cm^3/(mol*s),4.63314,26.2348,kJ/mol,1.0,K,300.0,K,3000.0,K,2.04371,0.0930989,0.532407,parsed,ZEUS,rxn_2002,20.72,66.58,0.0
reverse,4.09471e-05,cm^3/(mol*s),4.86669,55.2709,kJ/mol,1.0,K,300.0,K,3000.0,K,2.3396,0.110711,0.633123,parsed,ZEUS,rxn_1234,32.25,78.73,0.0
forward,1.57859e-05,cm^3/(mol*s),4.87963,20.6213,kJ/mol,1.0,K,300.0,K,3000.0,K,2.31285,0.109213,0.624559,parsed,ZEUS,rxn_1234,32.25,78.73,0.0
reverse,0.0317464,cm^3/(mol*s),4.07781,107.743,kJ/mol,1.0,K,300.0,K,3000.0,K,1.27614,0.0317599,0.181626,parsed,ZEUS,rxn_1172,103.49,118.97,0.0
forward,0.00401315,cm^3/(mol*s),3.92264,2.6839,kJ/mol,1.0,K,300.0,K,3000.0,K,1.2269,0.0266348,0.152317,parsed,ZEUS,rxn_1172,103.49,118.97,0.0
reverse,0.397188,cm^3/(mol*s),4.20716,10.6973,kJ/mol,1.0,K,300.0,K,3000.0,K,1.45734,0.0490543,0.280528,parsed,ZEUS,rxn_830,0.0,121.91,92.77
forward,0.178516,cm^3/(mol*s),4.36169,103.384,kJ/mol,1.0,K,300.0,K,3000.0,K,1.55405,0.0574229,0.328386,parsed,ZEUS,rxn_830,0.0,121.91,92.77
reverse,0.152605,cm^3/(mol*s),3.66967,41.6096,kJ/mol,1.0,K,300.0,K,3000.0,K,1.07125,0.00896411,0.0512633,parsed,ZEUS,rxn_398,47.62,48.87,0.0
forward,0.988266,cm^3/(mol*s),3.22607,-6.57751,kJ/mol,1.0,K,300.0,K,3000.0,K,1.16269,0.0196332,0.112277,parsed,ZEUS,rxn_398,47.62,48.87,0.0
reverse,0.0148555,cm^3/(mol*s),3.94675,88.9088,kJ/mol,1.0,K,300.0,K,3000.0,K,1.19453,0.0231529,0.132405,parsed,ZEUS,rxn_1392,89.23,99.54,0.0
forward,0.0299022,cm^3/(mol*s),3.76667,-0.855575,kJ/mol,1.0,K,300.0,K,3000.0,K,1.12855,0.015752,0.0900813,parsed,ZEUS,rxn_1392,89.23,99.54,0.0
reverse,0.0403218,cm^3/(mol*s),4.02762,0.0148099,kJ/mol,1.0,K,300.0,K,3000.0,K,1.20257,0.0240264,0.1374,parsed,ZEUS,rxn_239,0.0,41.81,24.97
forward,0.0464313,cm^3/(mol*s),4.23643,26.1799,kJ/mol,1.0,K,300.0,K,3000.0,K,1.36702,0.0407213,0.232874,parsed,ZEUS,rxn_239,0.0,41.81,24.97
