rxn,direction,E0_total,E0_TS0,delta_E0
rxn_1186,reverse,-820215.0,-820057.0,158.0
rxn_1187,forward,-923234.0,-923231.0,3.0
rxn_1187,reverse,-923377.0,-923231.0,146.0
rxn_1188,forward,-1023239.0,-1023200.0,39.0
rxn_1188,reverse,-1023347.0,-1023200.0,147.0
rxn_119,forward,-501352.0,-501335.0,17.0
rxn_119,reverse,-501388.0,-501335.0,53.0
rxn_1190,forward,-1019995.0,-1019970.0,25.0
rxn_1190,reverse,-1020102.0,-1019970.0,132.0
rxn_1191,forward,-1765643.0,-1765620.0,23.0
rxn_1191,reverse,-1765742.0,-1765620.0,122.0
rxn_1192,forward,-1868803.0,-1868780.0,23.0
rxn_1192,reverse,-1868892.0,-1868780.0,112.0
rxn_1194,forward,-1865663.0,-1865610.0,53.0
rxn_1194,reverse,-1865702.0,-1865610.0,92.0
rxn_1195,forward,-1968833.0,-1968780.0,53.0
rxn_1195,reverse,-1968852.0,-1968780.0,72.0
rxn_1196,forward,-2072013.0,-2071950.0,63.0
rxn_1196,reverse,-2072012.0,-2071950.0,62.0
rxn_1198,forward,-1965593.0,-1965540.0,53.0
rxn_1198,reverse,-1965672.0,-1965540.0,132.0
rxn_120,forward,-553523.0,-553527.0,-4.0
rxn_120,reverse,-553586.0,-553527.0,59.0
rxn_1200,forward,-1968813.0,-1968760.0,53.0
rxn_1200,reverse,-1968852.0,-1968760.0,92.0
rxn_1201,forward,-2071973.0,-2071920.0,53.0
rxn_1201,reverse,-2072002.0,-2071920.0,82.0
rxn_1202,forward,-2911183.0,-2911110.0,73.0
rxn_1202,reverse,-2911172.0,-2911110.0,62.0
rxn_1203,forward,-3014353.0,-3014270.0,83.0
rxn_1203,reverse,-3014332.0,-3014270.0,62.0
rxn_1204,forward,-1965563.0,-1965510.0,53.0
rxn_1204,reverse,-1965602.0,-1965510.0,92.0
rxn_1205,forward,-2068723.0,-2068680.0,43.0
rxn_1205,reverse,-2068762.0,-2068680.0,82.0
rxn_1209,forward,-1865623.0,-1865600.0,23.0
rxn_1209,reverse,-1865702.0,-1865600.0,102.0
rxn_1210,forward,-2807983.0,-2807940.0,43.0
rxn_1210,reverse,-2808042.0,-2807940.0,102.0
rxn_1211,forward,-1965613.0,-1965570.0,43.0
rxn_1211,reverse,-1965672.0,-1965570.0,102.0
rxn_1213,forward,-307453.75,-307422.0,31.75
rxn_1213,reverse,-307510.16,-307422.0,88.15999999997439
rxn_1214,forward,-410651.0,-410614.0,37.0
rxn_1214,reverse,-410714.0,-410614.0,100.0
rxn_1215,forward,-513810.0,-513770.0,40.0
rxn_1215,reverse,-513854.0,-513770.0,84.0
rxn_1216,forward,-616974.0,-616934.0,40.0
rxn_1216,reverse,-617004.0,-616934.0,70.0
rxn_1217,forward,-720140.0,-720101.0,39.0
rxn_1217,reverse,-720160.0,-720101.0,59.0
rxn_1219,forward,-716990.0,-716904.0,86.0
rxn_1219,reverse,-716961.0,-716904.0,57.0
rxn_122,forward,-553523.0,-553543.0,-20.0
rxn_122,reverse,-553599.0,-553543.0,56.0
rxn_1220,forward,-820154.0,-820068.0,86.0
rxn_1220,reverse,-820116.0,-820068.0,48.0
rxn_1221,forward,-816984.0,-816867.0,117.0
rxn_1221,reverse,-816917.0,-816867.0,50.0
rxn_1222,forward,-306134.0,,
rxn_1222,reverse,-920076.0,,
rxn_1223,forward,-713741.0,-713667.0,74.0
rxn_1223,reverse,-713726.0,-713667.0,59.0
rxn_1224,forward,-816907.0,-816831.0,76.0
rxn_1224,reverse,-816880.0,-816831.0,49.0
rxn_1225,forward,-810480.0,-810384.0,96.0
rxn_1225,reverse,-810432.0,-810384.0,48.0
rxn_1227,forward,-1017110.0,-1017050.0,60.0
rxn_1227,reverse,-1017111.0,-1017050.0,61.0
rxn_1228,forward,-1120273.0,-1120200.0,73.0
rxn_1228,reverse,-1120260.0,-1120200.0,60.0
rxn_1229,forward,-1223432.0,-1223360.0,72.0
rxn_1229,reverse,-1223414.0,-1223360.0,54.0
rxn_123,forward,-294920.75,-294900.0,20.75
rxn_123,reverse,-295018.16,-294900.0,118.15999999997439
rxn_1230,forward,-510565.0,-510549.0,16.0
rxn_1230,reverse,-510650.0,-510549.0,101.0
rxn_1231,forward,-613743.0,-613723.0,20.0
rxn_1231,reverse,-613812.0,-613723.0,89.0
rxn_1232,forward,-713748.0,-713690.0,58.0
rxn_1232,reverse,-713782.0,-713690.0,92.0
rxn_1233,forward,-913854.0,-913846.0,8.0
rxn_1233,reverse,-913948.0,-913846.0,102.0
rxn_1234,forward,-710504.0,-710458.0,46.0
rxn_1234,reverse,-710537.0,-710458.0,79.0
rxn_1235,forward,-1456152.0,-1456100.0,52.0
rxn_1235,reverse,-1456177.0,-1456100.0,77.0
rxn_1236,forward,-1559312.0,-1559260.0,52.0
rxn_1236,reverse,-1559327.0,-1559260.0,67.0
rxn_1237,forward,-1662472.0,-1662430.0,42.0
rxn_1237,reverse,-1662477.0,-1662430.0,47.0
rxn_1238,forward,-1556172.0,-1556080.0,92.0
rxn_1238,reverse,-1556137.0,-1556080.0,57.0
rxn_1239,forward,-1659342.0,-1659240.0,102.0
rxn_1239,reverse,-1659287.0,-1659240.0,47.0
rxn_124,forward,-398118.0,-398094.0,24.0
rxn_124,reverse,-398222.0,-398094.0,128.0
rxn_1240,forward,-1762522.0,-1762410.0,112.0
rxn_1240,reverse,-1762447.0,-1762410.0,37.0
rxn_1242,forward,-1656102.0,-1656020.0,82.0
rxn_1242,reverse,-1656107.0,-1656020.0,87.0
rxn_1243,forward,-1659322.0,-1659220.0,102.0
rxn_1243,reverse,-1659287.0,-1659220.0,67.0
rxn_1245,forward,-1762482.0,-1762390.0,92.0
rxn_1245,reverse,-1762437.0,-1762390.0,47.0
rxn_1246,forward,-2601692.0,-2601560.0,132.0
rxn_1246,reverse,-2601607.0,-2601560.0,47.0
rxn_1247,forward,-2704862.0,-2704720.0,142.0
rxn_1247,reverse,-2704767.0,-2704720.0,47.0
rxn_1248,forward,-1656072.0,-1655990.0,82.0
rxn_1248,reverse,-1656037.0,-1655990.0,47.0
rxn_1249,forward,-1759232.0,-1759150.0,82.0
rxn_1249,reverse,-1759197.0,-1759150.0,47.0
rxn_125,forward,-440264.0,-440260.0,4.0
rxn_125,reverse,-440375.0,-440260.0,115.0
rxn_1253,forward,-1556132.0,-1556080.0,52.0
rxn_1253,reverse,-1556137.0,-1556080.0,57.0
rxn_1254,forward,-2498492.0,-2498420.0,72.0
rxn_1254,reverse,-2498477.0,-2498420.0,57.0
rxn_1255,forward,-1656122.0,-1656050.0,72.0
rxn_1255,reverse,-1656107.0,-1656050.0,57.0
rxn_1256,forward,-1652882.0,-1652800.0,82.0
rxn_1256,reverse,-1652847.0,-1652800.0,47.0
rxn_1257,forward,-410601.75,-410577.0,24.75
rxn_1257,reverse,-410673.16,-410577.0,96.15999999997439
rxn_1258,forward,-513798.0,-513769.0,29.0
rxn_1258,reverse,-513876.0,-513769.0,107.0
rxn_1259,forward,-616957.0,-616926.0,31.0
rxn_1259,reverse,-617016.0,-616926.0,90.0
rxn_126,forward,-352854.75,-352821.0,33.75
rxn_126,reverse,-352906.16,-352821.0,85.15999999997439
rxn_1260,forward,-720121.0,-720090.0,31.0
rxn_1260,reverse,-720166.0,-720090.0,76.0
rxn_1263,forward,-820137.0,-820063.0,74.0
rxn_1263,reverse,-820123.0,-820063.0,60.0
rxn_1264,forward,-923301.0,-923228.0,73.0
rxn_1264,reverse,-923278.0,-923228.0,50.0
rxn_1265,forward,-920131.0,-920029.0,102.0
rxn_1265,reverse,-920079.0,-920029.0,50.0
rxn_1266,forward,-1023291.0,-1023190.0,101.0
rxn_1266,reverse,-1023232.0,-1023190.0,42.0
rxn_1268,forward,-920054.0,-919992.0,62.0
rxn_1268,reverse,-920042.0,-919992.0,50.0
rxn_1269,forward,-913627.0,-913546.0,81.0
rxn_1269,reverse,-913594.0,-913546.0,48.0
rxn_127,forward,-352854.75,-352838.0,16.75
rxn_127,reverse,-352917.16,-352838.0,79.15999999997439
rxn_1270,forward,-1016792.0,-1016710.0,82.0
rxn_1270,reverse,-1016747.0,-1016710.0,37.0
rxn_1271,forward,-1120257.0,-1120210.0,47.0
rxn_1271,reverse,-1120273.0,-1120210.0,63.0
rxn_1272,forward,-1223420.0,-1223360.0,60.0
rxn_1272,reverse,-1223422.0,-1223360.0,62.0
rxn_1273,forward,-1326579.0,-1326520.0,59.0
rxn_1273,reverse,-1326576.0,-1326520.0,56.0
rxn_1274,forward,-613712.0,-613703.0,9.0
rxn_1274,reverse,-613812.0,-613703.0,109.0
rxn_1275,forward,-716890.0,-716878.0,12.0
rxn_1275,reverse,-716974.0,-716878.0,96.0
rxn_1276,forward,-816895.0,-816846.0,49.0
rxn_1276,reverse,-816944.0,-816846.0,98.0
rxn_1277,forward,-1017001.0,-1017000.0,1.0
rxn_1277,reverse,-1017110.0,-1017000.0,110.0
rxn_1278,forward,-813651.0,-813616.0,35.0
rxn_1278,reverse,-813699.0,-813616.0,83.0
rxn_1279,forward,-1559299.0,-1559260.0,39.0
rxn_1279,reverse,-1559339.0,-1559260.0,79.0
rxn_128,forward,-251233.0,-251161.0,72.0
rxn_128,reverse,-251184.0,-251161.0,23.0
rxn_1280,forward,-1662459.0,-1662420.0,39.0
rxn_1280,reverse,-1662489.0,-1662420.0,69.0
rxn_1281,forward,-1765619.0,-1765590.0,29.0
rxn_1281,reverse,-1765639.0,-1765590.0,49.0
rxn_1282,forward,-1659319.0,-1659240.0,79.0
rxn_1282,reverse,-1659299.0,-1659240.0,59.0
rxn_1283,forward,-1762489.0,-1762400.0,89.0
rxn_1283,reverse,-1762449.0,-1762400.0,49.0
rxn_1284,forward,-1865669.0,-1865570.0,99.0
rxn_1284,reverse,-1865609.0,-1865570.0,39.0
rxn_1286,forward,-1759249.0,-1759180.0,69.0
rxn_1286,reverse,-1759269.0,-1759180.0,89.0
rxn_1287,forward,-1762469.0,-1762380.0,89.0
rxn_1287,reverse,-1762449.0,-1762380.0,69.0
rxn_1288,forward,-1865629.0,-1865540.0,89.0
rxn_1288,reverse,-1865599.0,-1865540.0,59.0
rxn_129,forward,-354373.0,-354316.0,57.0
rxn_129,reverse,-354343.0,-354316.0,27.0
rxn_1290,forward,-2704839.0,-2704730.0,109.0
rxn_1290,reverse,-2704769.0,-2704730.0,39.0
rxn_1292,forward,-1759219.0,-1759150.0,69.0
rxn_1292,reverse,-1759199.0,-1759150.0,49.0
rxn_1293,forward,-1862379.0,-1862310.0,69.0
rxn_1293,reverse,-1862359.0,-1862310.0,49.0
rxn_1297,forward,-1659279.0,-1659240.0,39.0
rxn_1297,reverse,-1659299.0,-1659240.0,59.0
rxn_1298,forward,-2601639.0,-2601580.0,59.0
rxn_1298,reverse,-2601639.0,-2601580.0,59.0
rxn_1299,forward,-1759269.0,-1759210.0,59.0
rxn_1299,reverse,-1759269.0,-1759210.0,59.0
rxn_13,forward,-1024022.0,-1023990.0,32.0
rxn_13,reverse,-1024049.0,-1023990.0,59.0
rxn_1301,forward,-513755.75,-513737.0,18.75
rxn_1301,reverse,-513840.16,-513737.0,103.15999999997439
rxn_1302,forward,-616952.0,-616929.0,23.0
rxn_1302,reverse,-617042.0,-616929.0,113.0
rxn_1303,forward,-720111.0,-720087.0,24.0
rxn_1303,reverse,-720182.0,-720087.0,95.0
rxn_1304,forward,-823275.0,-823251.0,24.0
rxn_1304,reverse,-823332.0,-823251.0,81.0
rxn_1308,forward,-1026455.0,-1026390.0,65.0
rxn_1308,reverse,-1026444.0,-1026390.0,54.0
rxn_1309,forward,-1023285.0,-1023190.0,95.0
rxn_1309,reverse,-1023245.0,-1023190.0,55.0
rxn_131,forward,-1314379.0,-1314380.0,-1.0
rxn_131,reverse,-1314380.0,-1314380.0,0.0
rxn_1310,forward,-1126445.0,-1126360.0,85.0
rxn_1310,reverse,-1126398.0,-1126360.0,38.0
rxn_1314,forward,-1119946.0,-1119870.0,76.0
rxn_1314,reverse,-1119913.0,-1119870.0,43.0
rxn_1316,forward,-1326574.0,-1326530.0,44.0
rxn_1316,reverse,-1326588.0,-1326530.0,58.0
rxn_1317,forward,-1429733.0,-1429690.0,43.0
rxn_1317,reverse,-1429742.0,-1429690.0,52.0
rxn_1318,forward,-716866.0,-716861.0,5.0
rxn_1318,reverse,-716978.0,-716861.0,117.0
rxn_1319,forward,-820044.0,-820038.0,6.0
rxn_1319,reverse,-820140.0,-820038.0,102.0
rxn_132,forward,-1417519.0,-1417550.0,-31.0
rxn_132,reverse,-1417540.0,-1417550.0,-10.0
rxn_1320,forward,-920049.0,-920006.0,43.0
rxn_1320,reverse,-920110.0,-920006.0,104.0
rxn_1322,forward,-916805.0,-916778.0,27.0
rxn_1322,reverse,-916865.0,-916778.0,87.0
rxn_1323,forward,-1662453.0,-1662420.0,33.0
rxn_1323,reverse,-1662505.0,-1662420.0,85.0
rxn_1324,forward,-1765613.0,-1765580.0,33.0
rxn_1324,reverse,-1765655.0,-1765580.0,75.0
rxn_1325,forward,-1868773.0,-1868750.0,23.0
rxn_1325,reverse,-1868805.0,-1868750.0,55.0
rxn_1326,forward,-1762473.0,-1762410.0,63.0
rxn_1326,reverse,-1762465.0,-1762410.0,55.0
rxn_1327,forward,-1865643.0,-1865570.0,73.0
rxn_1327,reverse,-1865615.0,-1865570.0,45.0
rxn_1328,forward,-1968823.0,-1968740.0,83.0
rxn_1328,reverse,-1968775.0,-1968740.0,35.0
rxn_133,forward,-1520670.0,,
rxn_133,reverse,-1209860.0,,
rxn_1330,forward,-1862403.0,-1862340.0,63.0
rxn_1330,reverse,-1862435.0,-1862340.0,95.0
rxn_1331,forward,-1865623.0,-1865550.0,73.0
rxn_1331,reverse,-1865615.0,-1865550.0,65.0
rxn_1332,forward,-1968783.0,-1968710.0,73.0
rxn_1332,reverse,-1968765.0,-1968710.0,55.0
rxn_1333,forward,-2807993.0,-2807900.0,93.0
rxn_1333,reverse,-2807935.0,-2807900.0,35.0
rxn_1336,forward,-1862373.0,-1862310.0,63.0
rxn_1336,reverse,-1862365.0,-1862310.0,55.0
rxn_1337,forward,-1965533.0,-1965470.0,63.0
rxn_1337,reverse,-1965525.0,-1965470.0,55.0
rxn_1341,forward,-1762433.0,-1762400.0,33.0
rxn_1341,reverse,-1762465.0,-1762400.0,65.0
rxn_1342,forward,-2704793.0,-2704750.0,43.0
rxn_1342,reverse,-2704805.0,-2704750.0,55.0
rxn_1346,forward,-610504.0,-610484.0,20.0
rxn_1346,reverse,-610615.0,-610484.0,131.0
rxn_1347,forward,-713663.0,-713645.0,18.0
rxn_1347,reverse,-713755.0,-713645.0,110.0
rxn_1348,forward,-816827.0,-816811.0,16.0
rxn_1348,reverse,-816905.0,-816811.0,94.0
rxn_1349,forward,-919993.0,-919980.0,13.0
rxn_1349,reverse,-920061.0,-919980.0,81.0
rxn_135,forward,-1623821.0,-1623850.0,-29.0
rxn_135,reverse,-1623840.0,-1623850.0,-10.0
rxn_1351,forward,-916843.0,-916785.0,58.0
rxn_1351,reverse,-916862.0,-916785.0,77.0
rxn_1352,forward,-1020007.0,-1019950.0,57.0
rxn_1352,reverse,-1020017.0,-1019950.0,67.0
rxn_1353,forward,-1016837.0,-1016750.0,87.0
rxn_1353,reverse,-1016818.0,-1016750.0,68.0
rxn_1354,forward,-1119997.0,-1119920.0,77.0
rxn_1354,reverse,-1119971.0,-1119920.0,51.0
rxn_1356,forward,-913594.0,-913546.0,48.0
rxn_1356,reverse,-913627.0,-913546.0,81.0
rxn_1357,forward,-1016760.0,-1016710.0,50.0
rxn_1357,reverse,-1016781.0,-1016710.0,71.0
rxn_1358,forward,-1113498.0,-1113430.0,68.0
rxn_1358,reverse,-1113486.0,-1113430.0,56.0
rxn_1359,forward,-1216963.0,-1216920.0,43.0
rxn_1359,reverse,-1217012.0,-1216920.0,92.0
rxn_1360,forward,-1320126.0,-1320080.0,46.0
rxn_1360,reverse,-1320161.0,-1320080.0,81.0
rxn_1361,forward,-1423285.0,-1423240.0,45.0
rxn_1361,reverse,-1423315.0,-1423240.0,75.0
rxn_1362,forward,-710418.0,-710416.0,2.0
rxn_1362,reverse,-710551.0,-710416.0,135.0
rxn_1363,forward,-813596.0,-813595.0,1.0
rxn_1363,reverse,-813713.0,-813595.0,118.0
rxn_1364,forward,-913601.0,-913561.0,40.0
rxn_1364,reverse,-913683.0,-913561.0,122.0
rxn_1365,forward,-1113707.0,-1113710.0,-3.0
rxn_1365,reverse,-1113849.0,-1113710.0,139.0
rxn_1366,forward,-910357.0,-910328.0,29.0
rxn_1366,reverse,-910438.0,-910328.0,110.0
rxn_1367,forward,-1656005.0,-1655980.0,25.0
rxn_1367,reverse,-1656078.0,-1655980.0,98.0
rxn_1368,forward,-1759165.0,-1759140.0,25.0
rxn_1368,reverse,-1759228.0,-1759140.0,88.0
rxn_1369,forward,-1862325.0,-1862310.0,15.0
rxn_1369,reverse,-1862378.0,-1862310.0,68.0
rxn_1370,forward,-1756025.0,-1755960.0,65.0
rxn_1370,reverse,-1756038.0,-1755960.0,78.0
rxn_1371,forward,-1859195.0,-1859120.0,75.0
rxn_1371,reverse,-1859188.0,-1859120.0,68.0
rxn_1372,forward,-1962375.0,-1962290.0,85.0
rxn_1372,reverse,-1962348.0,-1962290.0,58.0
rxn_1374,forward,-1855955.0,-1855890.0,65.0
rxn_1374,reverse,-1856008.0,-1855890.0,118.0
rxn_1375,forward,-1859175.0,-1859110.0,65.0
rxn_1375,reverse,-1859188.0,-1859110.0,78.0
rxn_1376,forward,-1962335.0,-1962270.0,65.0
rxn_1376,reverse,-1962338.0,-1962270.0,68.0
rxn_1377,forward,-2801545.0,-2801450.0,95.0
rxn_1377,reverse,-2801508.0,-2801450.0,58.0
rxn_1378,forward,-2904715.0,-2904610.0,105.0
rxn_1378,reverse,-2904668.0,-2904610.0,58.0
rxn_1380,forward,-1855925.0,-1855860.0,65.0
rxn_1380,reverse,-1855938.0,-1855860.0,78.0
rxn_1381,forward,-1959085.0,-1959030.0,55.0
rxn_1381,reverse,-1959098.0,-1959030.0,68.0
rxn_1386,forward,-2698345.0,-2698300.0,45.0
rxn_1386,reverse,-2698378.0,-2698300.0,78.0
rxn_1387,forward,-1855975.0,-1855930.0,45.0
rxn_1387,reverse,-1856008.0,-1855930.0,78.0
rxn_1389,forward,-610459.75,-610442.0,17.75
rxn_1389,reverse,-610577.16,-610442.0,135.1600000000326
rxn_139,forward,-1208110.0,,
rxn_139,reverse,-1715102.0,,
rxn_1391,forward,-816816.0,-816803.0,13.0
rxn_1391,reverse,-816920.0,-816803.0,117.0
rxn_1392,forward,-919980.0,-919970.0,10.0
rxn_1392,reverse,-920070.0,-919970.0,100.0
rxn_1395,forward,-1019996.0,-1019950.0,46.0
rxn_1395,reverse,-1020027.0,-1019950.0,77.0
rxn_1396,forward,-1123160.0,-1123110.0,50.0
rxn_1396,reverse,-1123182.0,-1123110.0,72.0
rxn_1397,forward,-1119990.0,-1119920.0,70.0
rxn_1397,reverse,-1119983.0,-1119920.0,63.0
rxn_1398,forward,-1223150.0,-1223080.0,70.0
rxn_1398,reverse,-1223136.0,-1223080.0,56.0
rxn_14,forward,-1024026.0,-1023980.0,46.0
rxn_14,reverse,-1024049.0,-1023980.0,69.0
rxn_1400,forward,-1016747.0,-1016710.0,37.0
rxn_1400,reverse,-1016792.0,-1016710.0,82.0
rxn_1401,forward,-1119913.0,-1119870.0,43.0
rxn_1401,reverse,-1119946.0,-1119870.0,76.0
rxn_1402,forward,-1113486.0,-1113430.0,56.0
rxn_1402,reverse,-1113498.0,-1113430.0,68.0
rxn_1403,forward,-1320116.0,-1320090.0,26.0
rxn_1403,reverse,-1320177.0,-1320090.0,87.0
rxn_1404,forward,-1423279.0,-1423250.0,29.0
rxn_1404,reverse,-1423326.0,-1423250.0,76.0
rxn_1405,forward,-1526438.0,-1526410.0,28.0
rxn_1405,reverse,-1526480.0,-1526410.0,70.0
rxn_1406,forward,-813571.0,-813574.0,-3.0
rxn_1406,reverse,-813716.0,-813574.0,142.0
rxn_1407,forward,-916749.0,-916753.0,-4.0
rxn_1407,reverse,-916878.0,-916753.0,125.0
rxn_1408,forward,-1016754.0,-1016720.0,34.0
rxn_1408,reverse,-1016848.0,-1016720.0,128.0
rxn_1409,forward,-1216860.0,-1216870.0,-10.0
rxn_1409,reverse,-1217014.0,-1216870.0,144.0
rxn_1410,forward,-1013510.0,-1013490.0,20.0
rxn_1410,reverse,-1013603.0,-1013490.0,113.0
rxn_1411,forward,-1759158.0,-1759140.0,18.0
rxn_1411,reverse,-1759243.0,-1759140.0,103.0
rxn_1412,forward,-1862318.0,-1862300.0,18.0
rxn_1412,reverse,-1862393.0,-1862300.0,93.0
rxn_1413,forward,-1965478.0,-1965470.0,8.0
rxn_1413,reverse,-1965543.0,-1965470.0,73.0
rxn_1414,forward,-1859178.0,-1859130.0,48.0
rxn_1414,reverse,-1859203.0,-1859130.0,73.0
rxn_1415,forward,-1962348.0,-1962290.0,58.0
rxn_1415,reverse,-1962353.0,-1962290.0,63.0
rxn_1416,forward,-2065528.0,-2065460.0,68.0
rxn_1416,reverse,-2065513.0,-2065460.0,53.0
rxn_1418,forward,-1959108.0,-1959050.0,58.0
rxn_1418,reverse,-1959173.0,-1959050.0,123.0
rxn_1419,forward,-1962328.0,-1962270.0,58.0
rxn_1419,reverse,-1962353.0,-1962270.0,83.0
rxn_1420,forward,-2065488.0,-2065440.0,48.0
rxn_1420,reverse,-2065503.0,-2065440.0,63.0
rxn_1421,forward,-2904698.0,-2904620.0,78.0
rxn_1421,reverse,-2904673.0,-2904620.0,53.0
rxn_1422,forward,-3007868.0,-3007780.0,88.0
rxn_1422,reverse,-3007833.0,-3007780.0,53.0
rxn_1423,forward,-1959078.0,-1959030.0,48.0
rxn_1423,reverse,-1959103.0,-1959030.0,73.0
rxn_1425,forward,-2062238.0,-2062190.0,48.0
rxn_1425,reverse,-2062263.0,-2062190.0,73.0
rxn_1429,forward,-1859138.0,-1859120.0,18.0
rxn_1429,reverse,-1859203.0,-1859120.0,83.0
rxn_143,forward,-1615003.0,-1615020.0,-17.0
rxn_143,reverse,-1615020.0,-1615020.0,0.0
rxn_1430,forward,-2801498.0,-2801460.0,38.0
rxn_1430,reverse,-2801543.0,-2801460.0,83.0
rxn_1431,forward,-1959128.0,-1959090.0,38.0
rxn_1431,reverse,-1959173.0,-1959090.0,83.0
rxn_1433,forward,-713987.75,-713960.0,27.75
rxn_1433,reverse,-714044.16,-713960.0,84.1600000000326
rxn_1434,forward,-817183.0,-817148.0,35.0
rxn_1434,reverse,-817245.0,-817148.0,97.0
rxn_1435,forward,-920342.0,-920305.0,37.0
rxn_1435,reverse,-920385.0,-920305.0,80.0
rxn_1436,forward,-1023506.0,-1023470.0,36.0
rxn_1436,reverse,-1023535.0,-1023470.0,65.0
rxn_1438,forward,-1020358.0,-1020280.0,78.0
rxn_1438,reverse,-1020343.0,-1020280.0,63.0
rxn_1439,forward,-1123522.0,-1123440.0,82.0
rxn_1439,reverse,-1123492.0,-1123440.0,52.0
rxn_144,forward,-1408742.0,-1408690.0,52.0
rxn_144,reverse,-1408696.0,-1408690.0,6.0
rxn_1440,forward,-1226686.0,-1226600.0,86.0
rxn_1440,reverse,-1226647.0,-1226600.0,47.0
rxn_1441,forward,-1223516.0,-1223410.0,106.0
rxn_1441,reverse,-1223448.0,-1223410.0,38.0
rxn_1444,forward,-1120273.0,-1120210.0,63.0
rxn_1444,reverse,-1120257.0,-1120210.0,47.0
rxn_1446,forward,-1217012.0,-1216920.0,92.0
rxn_1446,reverse,-1216963.0,-1216920.0,43.0
rxn_1447,forward,-1320177.0,-1320090.0,87.0
rxn_1447,reverse,-1320116.0,-1320090.0,26.0
rxn_1450,forward,-917097.0,-917084.0,13.0
rxn_1450,reverse,-917181.0,-917084.0,97.0
rxn_1451,forward,-1020275.0,-1020260.0,15.0
rxn_1451,reverse,-1020343.0,-1020260.0,83.0
rxn_1452,forward,-1120280.0,-1120230.0,50.0
rxn_1452,reverse,-1120313.0,-1120230.0,83.0
rxn_1453,forward,-1320386.0,-1320380.0,6.0
rxn_1453,reverse,-1320479.0,-1320380.0,99.0
rxn_1454,forward,-1117036.0,-1117000.0,36.0
rxn_1454,reverse,-1117068.0,-1117000.0,68.0
rxn_1455,forward,-1862684.0,-1862640.0,44.0
rxn_1455,reverse,-1862708.0,-1862640.0,68.0
rxn_1458,forward,-1962704.0,-1962620.0,84.0
rxn_1458,reverse,-1962668.0,-1962620.0,48.0
rxn_146,forward,-1211172.16,-1211160.0,12.159999999916181
rxn_146,reverse,-1211179.75,-1211160.0,19.75
rxn_1462,forward,-2062634.0,-2062560.0,74.0
rxn_1462,reverse,-2062638.0,-2062560.0,78.0
rxn_1463,forward,-2065854.0,-2065770.0,84.0
rxn_1463,reverse,-2065818.0,-2065770.0,48.0
rxn_1464,forward,-2169014.0,-2168930.0,84.0
rxn_1464,reverse,-2168968.0,-2168930.0,38.0
rxn_1465,forward,-3008224.0,-3008110.0,114.0
rxn_1465,reverse,-3008138.0,-3008110.0,28.0
rxn_1467,forward,-2062604.0,-2062530.0,74.0
rxn_1467,reverse,-2062568.0,-2062530.0,38.0
rxn_1468,forward,-2165764.0,-2165690.0,74.0
rxn_1468,reverse,-2165728.0,-2165690.0,38.0
rxn_147,forward,-2118880.0,-2118910.0,-30.0
rxn_147,reverse,-2118898.0,-2118910.0,-12.0
rxn_1476,forward,-2059414.0,-2059330.0,84.0
rxn_1476,reverse,-2059378.0,-2059330.0,48.0
rxn_1477,forward,-817137.75,-817114.0,23.75
rxn_1477,reverse,-817208.16,-817114.0,94.1600000000326
rxn_1478,forward,-920332.0,-920302.0,30.0
rxn_1478,reverse,-920408.0,-920302.0,106.0
rxn_1479,forward,-1023491.0,-1023460.0,31.0
rxn_1479,reverse,-1023548.0,-1023460.0,88.0
rxn_1480,forward,-1126655.0,-1126620.0,35.0
rxn_1480,reverse,-1126698.0,-1126620.0,78.0
rxn_1485,forward,-1326665.0,-1326570.0,95.0
rxn_1485,reverse,-1326611.0,-1326570.0,41.0
rxn_1486,forward,-1429825.0,-1429730.0,95.0
rxn_1486,reverse,-1429764.0,-1429730.0,34.0
rxn_1488,forward,-1223422.0,-1223360.0,62.0
rxn_1488,reverse,-1223420.0,-1223360.0,60.0
rxn_1489,forward,-1326588.0,-1326530.0,58.0
rxn_1489,reverse,-1326574.0,-1326530.0,44.0
rxn_149,forward,-2118880.0,-2118910.0,-30.0
rxn_149,reverse,-2118908.0,-2118910.0,-2.0
rxn_1490,forward,-1320161.0,-1320080.0,81.0
rxn_1490,reverse,-1320126.0,-1320080.0,46.0
rxn_1491,forward,-1423326.0,-1423250.0,76.0
rxn_1491,reverse,-1423279.0,-1423250.0,29.0
rxn_1492,forward,-1526791.0,-1526750.0,41.0
rxn_1492,reverse,-1526805.0,-1526750.0,55.0
rxn_1494,forward,-1020246.0,-1020240.0,6.0
rxn_1494,reverse,-1020344.0,-1020240.0,104.0
rxn_1495,forward,-1123424.0,-1123410.0,14.0
rxn_1495,reverse,-1123506.0,-1123410.0,96.0
rxn_1496,forward,-1223429.0,-1223380.0,49.0
rxn_1496,reverse,-1223476.0,-1223380.0,96.0
rxn_1498,forward,-1220185.0,-1220150.0,35.0
rxn_1498,reverse,-1220231.0,-1220150.0,81.0
rxn_1499,forward,-1965833.0,-1965790.0,43.0
rxn_1499,reverse,-1965871.0,-1965790.0,81.0
rxn_15,forward,-1023998.0,-1023980.0,18.0
rxn_15,reverse,-1024049.0,-1023980.0,69.0
rxn_1500,forward,-2068993.0,-2068960.0,33.0
rxn_1500,reverse,-2069021.0,-2068960.0,61.0
