rxn,direction,E0_total,E0_TS0,delta_E0
rxn_1501,forward,-2172153.0,-2172120.0,33.0
rxn_1501,reverse,-2172171.0,-2172120.0,51.0
rxn_1502,forward,-2065853.0,-2065790.0,63.0
rxn_1502,reverse,-2065831.0,-2065790.0,41.0
rxn_1503,forward,-2169023.0,-2168950.0,73.0
rxn_1503,reverse,-2168981.0,-2168950.0,31.0
rxn_1504,forward,-2272203.0,-2272110.0,93.0
rxn_1504,reverse,-2272141.0,-2272110.0,31.0
rxn_1506,forward,-2165783.0,-2165720.0,63.0
rxn_1506,reverse,-2165801.0,-2165720.0,81.0
rxn_1507,forward,-2169003.0,-2168930.0,73.0
rxn_1507,reverse,-2168981.0,-2168930.0,51.0
rxn_1508,forward,-2272163.0,-2272090.0,73.0
rxn_1508,reverse,-2272131.0,-2272090.0,41.0
rxn_151,forward,-1514249.0,-1514270.0,-21.0
rxn_151,reverse,-1514308.0,-1514270.0,38.0
rxn_1510,forward,-3214543.0,-3214430.0,113.0
rxn_1510,reverse,-3214461.0,-3214430.0,31.0
rxn_1511,forward,-2165753.0,-2165690.0,63.0
rxn_1511,reverse,-2165731.0,-2165690.0,41.0
rxn_1512,forward,-2268913.0,-2268850.0,63.0
rxn_1512,reverse,-2268891.0,-2268850.0,41.0
rxn_1517,forward,-2065813.0,-2065770.0,43.0
rxn_1517,reverse,-2065831.0,-2065770.0,61.0
rxn_1523,forward,-1126645.0,-1126620.0,25.0
rxn_1523,reverse,-1126707.0,-1126620.0,87.0
rxn_1525,forward,-1332975.0,-1332950.0,25.0
rxn_1525,reverse,-1333013.0,-1332950.0,63.0
rxn_1529,forward,-1429819.0,-1429730.0,89.0
rxn_1529,reverse,-1429770.0,-1429730.0,40.0
rxn_153,forward,-1620608.0,-1620650.0,-42.0
rxn_153,reverse,-1620637.0,-1620650.0,-13.0
rxn_1547,forward,-2272177.0,-2272110.0,67.0
rxn_1547,reverse,-2272140.0,-2272110.0,30.0
rxn_155,forward,-2222060.0,-2222090.0,-30.0
rxn_155,reverse,-2222080.0,-2222090.0,-10.0
rxn_1555,forward,-2268907.0,-2268840.0,67.0
rxn_1555,reverse,-2268890.0,-2268840.0,50.0
rxn_1558,forward,-2778597.0,-2778540.0,57.0
rxn_1558,reverse,-2778590.0,-2778540.0,50.0
rxn_1561,forward,-2168967.0,-2168930.0,37.0
rxn_1561,reverse,-2168990.0,-2168930.0,60.0
rxn_1578,forward,-813716.0,-813574.0,142.0
rxn_1578,reverse,-813571.0,-813574.0,-3.0
rxn_1581,forward,-1123503.0,-1123390.0,113.0
rxn_1581,reverse,-1123400.0,-1123390.0,10.0
rxn_1586,forward,-1356223.0,-1356140.0,83.0
rxn_1586,reverse,-1356163.0,-1356140.0,23.0
rxn_1587,forward,-1459383.0,-1459300.0,83.0
rxn_1587,reverse,-1459313.0,-1459300.0,13.0
rxn_1588,forward,-1562543.0,-1562460.0,83.0
rxn_1588,reverse,-1562463.0,-1562460.0,3.0
rxn_1589,forward,-1456243.0,-1456120.0,123.0
rxn_1589,reverse,-1456123.0,-1456120.0,3.0
rxn_1592,forward,-1456143.0,-1456090.0,53.0
rxn_1592,reverse,-1456123.0,-1456090.0,33.0
rxn_1593,forward,-1556173.0,-1556060.0,113.0
rxn_1593,reverse,-1556093.0,-1556060.0,33.0
rxn_1594,forward,-1559393.0,-1559260.0,133.0
rxn_1594,reverse,-1559273.0,-1559260.0,13.0
rxn_1595,forward,-1662553.0,-1662420.0,133.0
rxn_1595,reverse,-1662423.0,-1662420.0,3.0
rxn_1597,forward,-2604933.0,-2604750.0,183.0
rxn_1597,reverse,-2604753.0,-2604750.0,3.0
rxn_1598,forward,-1556143.0,-1556020.0,123.0
rxn_1598,reverse,-1556023.0,-1556020.0,3.0
rxn_1599,forward,-1659303.0,-1659170.0,133.0
rxn_1599,reverse,-1659183.0,-1659170.0,13.0
rxn_16,forward,-920831.0,-920795.0,36.0
rxn_16,reverse,-920891.0,-920795.0,96.0
rxn_1603,forward,-1456203.0,-1456120.0,83.0
rxn_1603,reverse,-1456123.0,-1456120.0,3.0
rxn_1604,forward,-610575.0,-610499.0,76.0
rxn_1604,reverse,-610523.0,-610499.0,24.0
rxn_1605,forward,-2398563.0,-2398460.0,103.0
rxn_1605,reverse,-2398463.0,-2398460.0,3.0
rxn_1606,forward,-1556193.0,-1556090.0,103.0
rxn_1606,reverse,-1556093.0,-1556090.0,3.0
rxn_1607,forward,-1552953.0,-1552830.0,123.0
rxn_1607,reverse,-1552833.0,-1552830.0,3.0
rxn_1609,forward,-720223.0,-720113.0,110.0
rxn_1609,reverse,-720125.0,-720113.0,12.0
rxn_161,forward,-1827011.0,-1827060.0,-49.0
rxn_161,reverse,-1827041.0,-1827060.0,-19.0
rxn_1614,forward,-716974.0,-716878.0,96.0
rxn_1614,reverse,-716890.0,-716878.0,12.0
rxn_1615,forward,-820140.0,-820039.0,101.0
rxn_1615,reverse,-820044.0,-820039.0,5.0
rxn_1616,forward,-813713.0,-813594.0,119.0
rxn_1616,reverse,-813596.0,-813594.0,2.0
rxn_1617,forward,-916878.0,-916753.0,125.0
rxn_1617,reverse,-916749.0,-916753.0,-4.0
rxn_1619,forward,-1123506.0,-1123410.0,96.0
rxn_1619,reverse,-1123424.0,-1123410.0,14.0
rxn_1620,forward,-1226665.0,-1226570.0,95.0
rxn_1620,reverse,-1226578.0,-1226570.0,8.0
rxn_1621,forward,-716981.0,-716910.0,71.0
rxn_1621,reverse,-716946.0,-716910.0,36.0
rxn_1622,forward,-917087.0,-917067.0,20.0
rxn_1622,reverse,-917112.0,-917067.0,45.0
rxn_1623,forward,-713737.0,-713674.0,63.0
rxn_1623,reverse,-713701.0,-713674.0,27.0
rxn_1624,forward,-1459385.0,-1459310.0,75.0
rxn_1624,reverse,-1459341.0,-1459310.0,31.0
rxn_1625,forward,-1562545.0,-1562470.0,75.0
rxn_1625,reverse,-1562491.0,-1562470.0,21.0
rxn_1626,forward,-1665705.0,-1665630.0,75.0
rxn_1626,reverse,-1665641.0,-1665630.0,11.0
rxn_1627,forward,-1559405.0,-1559290.0,115.0
rxn_1627,reverse,-1559301.0,-1559290.0,11.0
rxn_1630,forward,-1559305.0,-1559260.0,45.0
rxn_1630,reverse,-1559301.0,-1559260.0,41.0
rxn_1631,forward,-1659335.0,-1659230.0,105.0
rxn_1631,reverse,-1659271.0,-1659230.0,41.0
rxn_1632,forward,-1662555.0,-1662430.0,125.0
rxn_1632,reverse,-1662451.0,-1662430.0,21.0
rxn_1633,forward,-1765715.0,-1765600.0,115.0
rxn_1633,reverse,-1765601.0,-1765600.0,1.0
rxn_1635,forward,-2708095.0,-2707930.0,165.0
rxn_1635,reverse,-2707931.0,-2707930.0,1.0
rxn_1636,forward,-1659305.0,-1659190.0,115.0
rxn_1636,reverse,-1659201.0,-1659190.0,11.0
rxn_1641,forward,-1559365.0,-1559290.0,75.0
rxn_1641,reverse,-1559301.0,-1559290.0,11.0
rxn_1644,forward,-1659355.0,-1659260.0,95.0
rxn_1644,reverse,-1659271.0,-1659260.0,11.0
rxn_1647,forward,-513854.0,-513800.0,54.0
rxn_1647,reverse,-513883.0,-513800.0,83.0
rxn_1648,forward,-617013.0,-616953.0,60.0
rxn_1648,reverse,-617023.0,-616953.0,70.0
rxn_1649,forward,-720177.0,-720113.0,64.0
rxn_1649,reverse,-720173.0,-720113.0,60.0
rxn_1652,forward,-820193.0,-820082.0,111.0
rxn_1652,reverse,-820130.0,-820082.0,48.0
rxn_1653,forward,-923357.0,-923242.0,115.0
rxn_1653,reverse,-923285.0,-923242.0,43.0
rxn_1654,forward,-920187.0,-920043.0,144.0
rxn_1654,reverse,-920086.0,-920043.0,43.0
rxn_1655,forward,-1023347.0,-1023210.0,137.0
rxn_1655,reverse,-1023239.0,-1023210.0,29.0
rxn_1657,forward,-816944.0,-816846.0,98.0
rxn_1657,reverse,-816895.0,-816846.0,49.0
rxn_1658,forward,-920110.0,-920007.0,103.0
rxn_1658,reverse,-920049.0,-920007.0,42.0
rxn_166,forward,-1623827.0,-1623850.0,-23.0
rxn_166,reverse,-1623843.0,-1623850.0,-7.0
rxn_1660,forward,-1016848.0,-1016720.0,128.0
rxn_1660,reverse,-1016754.0,-1016720.0,34.0
rxn_1661,forward,-1120313.0,-1120230.0,83.0
rxn_1661,reverse,-1120280.0,-1120230.0,50.0
rxn_1663,forward,-1326635.0,-1326540.0,95.0
rxn_1663,reverse,-1326583.0,-1326540.0,43.0
rxn_1664,forward,-613768.0,-613736.0,32.0
rxn_1664,reverse,-613819.0,-613736.0,83.0
rxn_1665,forward,-716946.0,-716910.0,36.0
rxn_1665,reverse,-716981.0,-716910.0,71.0
rxn_1666,forward,-1017057.0,-1017040.0,17.0
rxn_1666,reverse,-1017117.0,-1017040.0,77.0
rxn_1667,forward,-813707.0,-813641.0,66.0
rxn_1667,reverse,-813706.0,-813641.0,65.0
rxn_1668,forward,-1559355.0,-1559280.0,75.0
rxn_1668,reverse,-1559346.0,-1559280.0,66.0
rxn_1669,forward,-1662515.0,-1662440.0,75.0
rxn_1669,reverse,-1662496.0,-1662440.0,56.0
rxn_1670,forward,-1765675.0,-1765600.0,75.0
rxn_1670,reverse,-1765646.0,-1765600.0,46.0
rxn_1671,forward,-1659375.0,-1659260.0,115.0
rxn_1671,reverse,-1659306.0,-1659260.0,46.0
rxn_168,forward,-1517450.0,-1517460.0,-10.0
rxn_168,reverse,-1517440.0,-1517460.0,-20.0
rxn_1683,forward,-2268965.0,-2268860.0,105.0
rxn_1683,reverse,-2268906.0,-2268860.0,46.0
rxn_170,forward,-1414314.0,-1414310.0,4.0
rxn_170,reverse,-1414295.0,-1414310.0,-15.0
rxn_174,forward,-917087.0,-917058.0,29.0
rxn_174,reverse,-917093.0,-917058.0,35.0
rxn_175,forward,-917087.0,-917067.0,20.0
rxn_175,reverse,-917112.0,-917067.0,45.0
rxn_176,forward,-917087.0,-917080.0,7.0
rxn_176,reverse,-917195.0,-917080.0,115.0
rxn_178,forward,-613768.0,-613736.0,32.0
rxn_178,reverse,-613819.0,-613736.0,83.0
rxn_1786,forward,-2265720.0,-2265630.0,90.0
rxn_1786,reverse,-2265662.0,-2265630.0,32.0
rxn_1787,forward,-1223437.0,-1223360.0,77.0
rxn_1787,reverse,-1223414.0,-1223360.0,54.0
rxn_1789,forward,-510570.0,-510549.0,21.0
rxn_1789,reverse,-510650.0,-510549.0,101.0
rxn_179,forward,-1017057.0,-1017040.0,17.0
rxn_179,reverse,-1017117.0,-1017040.0,77.0
rxn_1791,forward,-613748.0,-613724.0,24.0
rxn_1791,reverse,-613812.0,-613724.0,88.0
rxn_1792,forward,-2598450.0,-2598370.0,80.0
rxn_1792,reverse,-2598402.0,-2598370.0,32.0
rxn_1793,forward,-713753.0,-713689.0,64.0
rxn_1793,reverse,-713782.0,-713689.0,93.0
rxn_1794,forward,-1756080.0,-1756000.0,80.0
rxn_1794,reverse,-1756032.0,-1756000.0,32.0
rxn_1795,forward,-913859.0,-913846.0,13.0
rxn_1795,reverse,-913948.0,-913846.0,102.0
rxn_1796,forward,-1752840.0,-1752720.0,120.0
rxn_1796,reverse,-1752772.0,-1752720.0,52.0
rxn_1797,forward,-1153049.75,-1153010.0,39.75
rxn_1797,reverse,-1153082.16,-1153010.0,72.15999999991618
rxn_1798,forward,-710509.0,-710457.0,52.0
rxn_1798,reverse,-710537.0,-710457.0,80.0
rxn_1799,forward,-1256249.0,-1256200.0,49.0
rxn_1799,reverse,-1256287.0,-1256200.0,87.0
rxn_18,forward,-920860.0,-920823.0,37.0
rxn_18,reverse,-920891.0,-920823.0,68.0
rxn_180,forward,-1017057.0,-1017030.0,27.0
rxn_180,reverse,-1017061.0,-1017030.0,31.0
rxn_1800,forward,-1456157.0,-1456100.0,57.0
rxn_1800,reverse,-1456177.0,-1456100.0,77.0
rxn_1801,forward,-1359408.0,-1359360.0,48.0
rxn_1801,reverse,-1359427.0,-1359360.0,67.0
rxn_1802,forward,-1559317.0,-1559260.0,57.0
rxn_1802,reverse,-1559327.0,-1559260.0,67.0
rxn_1803,forward,-1462572.0,-1462520.0,52.0
rxn_1803,reverse,-1462577.0,-1462520.0,57.0
rxn_1804,forward,-1662477.0,-1662430.0,47.0
rxn_1804,reverse,-1662477.0,-1662430.0,47.0
rxn_1805,forward,-1565738.0,-1565690.0,48.0
rxn_1805,reverse,-1565733.0,-1565690.0,43.0
rxn_1806,forward,-1556177.0,-1556080.0,97.0
rxn_1806,reverse,-1556137.0,-1556080.0,57.0
rxn_1808,forward,-1659347.0,-1659240.0,107.0
rxn_1808,reverse,-1659287.0,-1659240.0,47.0
rxn_1809,forward,-1562588.0,-1562490.0,98.0
rxn_1809,reverse,-1562534.0,-1562490.0,44.0
rxn_1810,forward,-1762527.0,-1762400.0,127.0
rxn_1810,reverse,-1762447.0,-1762400.0,47.0
rxn_1811,forward,-1665752.0,-1665650.0,102.0
rxn_1811,reverse,-1665689.0,-1665650.0,39.0
rxn_1812,forward,-1556077.0,-1556050.0,27.0
rxn_1812,reverse,-1556137.0,-1556050.0,87.0
rxn_1813,forward,-1662582.0,-1662460.0,122.0
rxn_1813,reverse,-1662490.0,-1662460.0,30.0
rxn_1814,forward,-1656107.0,-1656010.0,97.0
rxn_1814,reverse,-1656107.0,-1656010.0,97.0
rxn_1815,forward,-1765742.0,-1765620.0,122.0
rxn_1815,reverse,-1765643.0,-1765620.0,23.0
rxn_1816,forward,-1659327.0,-1659230.0,97.0
rxn_1816,reverse,-1659287.0,-1659230.0,57.0
rxn_1818,forward,-1762487.0,-1762390.0,97.0
rxn_1818,reverse,-1762437.0,-1762390.0,47.0
rxn_1819,forward,-1559339.0,-1559260.0,79.0
rxn_1819,reverse,-1559299.0,-1559260.0,39.0
rxn_182,forward,-713987.75,-713960.0,27.75
rxn_182,reverse,-714044.16,-713960.0,84.1600000000326
rxn_1820,forward,-2601697.0,-2601570.0,127.0
rxn_1820,reverse,-2601607.0,-2601570.0,37.0
rxn_1821,forward,-1662505.0,-1662420.0,85.0
rxn_1821,reverse,-1662453.0,-1662420.0,33.0
rxn_1822,forward,-2704867.0,-2704720.0,147.0
rxn_1822,reverse,-2704767.0,-2704720.0,47.0
rxn_1823,forward,-1656078.0,-1655980.0,98.0
rxn_1823,reverse,-1656005.0,-1655980.0,25.0
rxn_1824,forward,-1656077.0,-1655980.0,97.0
rxn_1824,reverse,-1656037.0,-1655980.0,57.0
rxn_1825,forward,-1759243.0,-1759140.0,103.0
rxn_1825,reverse,-1759158.0,-1759140.0,18.0
rxn_1826,forward,-1759237.0,-1759150.0,87.0
rxn_1826,reverse,-1759197.0,-1759150.0,47.0
rxn_1827,forward,-1862708.0,-1862640.0,68.0
rxn_1827,reverse,-1862684.0,-1862640.0,44.0
rxn_1829,forward,-1965871.0,-1965790.0,81.0
rxn_1829,reverse,-1965833.0,-1965790.0,43.0
rxn_183,forward,-713987.75,-713929.0,58.75
rxn_183,reverse,-713950.16,-713929.0,21.160000000032596
rxn_1832,forward,-1452957.0,-1452900.0,57.0
rxn_1832,reverse,-1452957.0,-1452900.0,57.0
rxn_1833,forward,-1356163.0,-1356140.0,23.0
rxn_1833,reverse,-1356223.0,-1356140.0,83.0
rxn_1834,forward,-1556137.0,-1556080.0,57.0
rxn_1834,reverse,-1556137.0,-1556080.0,57.0
rxn_1835,forward,-1459341.0,-1459310.0,31.0
rxn_1835,reverse,-1459385.0,-1459310.0,75.0
rxn_1836,forward,-2498497.0,-2498420.0,77.0
rxn_1836,reverse,-2498477.0,-2498420.0,57.0
rxn_1837,forward,-1559346.0,-1559280.0,66.0
rxn_1837,reverse,-1559355.0,-1559280.0,75.0
rxn_1838,forward,-1656127.0,-1656050.0,77.0
rxn_1838,reverse,-1656107.0,-1656050.0,57.0
rxn_1839,forward,-1759452.0,-1759440.0,12.0
rxn_1839,reverse,-1759521.0,-1759440.0,81.0
rxn_184,forward,-913855.75,-913797.0,58.75
rxn_184,reverse,-913818.16,-913797.0,21.160000000032596
rxn_1840,forward,-1652887.0,-1652800.0,87.0
rxn_1840,reverse,-1652847.0,-1652800.0,47.0
rxn_1842,forward,-407411.75,-407371.0,40.75
rxn_1842,reverse,-407435.16,-407371.0,64.15999999997439
rxn_1843,forward,-2404910.0,-2404850.0,60.0
rxn_1843,reverse,-2404900.0,-2404850.0,50.0
rxn_1844,forward,-2508070.0,-2508010.0,60.0
rxn_1844,reverse,-2508050.0,-2508010.0,40.0
rxn_1845,forward,-2401770.0,-2401680.0,90.0
rxn_1845,reverse,-2401710.0,-2401680.0,30.0
rxn_1848,forward,-2401670.0,-2401640.0,30.0
rxn_1848,reverse,-2401710.0,-2401640.0,70.0
rxn_1849,forward,-2501700.0,-2501610.0,90.0
rxn_1849,reverse,-2501680.0,-2501610.0,70.0
rxn_185,forward,-913883.75,-913823.0,60.75
rxn_185,reverse,-913844.16,-913823.0,21.160000000032596
rxn_1850,forward,-2504920.0,-2504810.0,110.0
rxn_1850,reverse,-2504860.0,-2504810.0,50.0
rxn_1851,forward,-2608080.0,-2607980.0,100.0
rxn_1851,reverse,-2608010.0,-2607980.0,30.0
rxn_1854,forward,-2501670.0,-2501580.0,90.0
rxn_1854,reverse,-2501610.0,-2501580.0,30.0
rxn_1855,forward,-2604830.0,-2604740.0,90.0
rxn_1855,reverse,-2604770.0,-2604740.0,30.0
rxn_1857,forward,-3011360.0,-3011270.0,90.0
rxn_1857,reverse,-3011310.0,-3011270.0,40.0
rxn_1859,forward,-2401730.0,-2401670.0,60.0
rxn_1859,reverse,-2401710.0,-2401670.0,40.0
rxn_1860,forward,-3344090.0,-3344020.0,70.0
rxn_1860,reverse,-3344050.0,-3344020.0,30.0
rxn_1861,forward,-2501720.0,-2501640.0,80.0
rxn_1861,reverse,-2501680.0,-2501640.0,40.0
rxn_1862,forward,-2498480.0,-2498390.0,90.0
rxn_1862,reverse,-2498420.0,-2498390.0,30.0
rxn_1864,forward,-1359399.0,-1359360.0,39.0
rxn_1864,reverse,-1359447.0,-1359360.0,87.0
rxn_1865,forward,-1462558.0,-1462520.0,38.0
rxn_1865,reverse,-1462587.0,-1462520.0,67.0
rxn_1866,forward,-1565722.0,-1565680.0,42.0
rxn_1866,reverse,-1565737.0,-1565680.0,57.0
rxn_1867,forward,-1668888.0,-1668850.0,38.0
rxn_1867,reverse,-1668893.0,-1668850.0,43.0
rxn_1869,forward,-1665738.0,-1665650.0,88.0
rxn_1869,reverse,-1665694.0,-1665650.0,44.0
rxn_1874,forward,-1662489.0,-1662420.0,69.0
rxn_1874,reverse,-1662459.0,-1662420.0,39.0
rxn_1875,forward,-1765655.0,-1765580.0,75.0
rxn_1875,reverse,-1765613.0,-1765580.0,33.0
rxn_1876,forward,-1759228.0,-1759140.0,88.0
rxn_1876,reverse,-1759165.0,-1759140.0,25.0
rxn_1877,forward,-1862393.0,-1862300.0,93.0
rxn_1877,reverse,-1862318.0,-1862300.0,18.0
rxn_1879,forward,-2069021.0,-2068960.0,61.0
rxn_1879,reverse,-2068993.0,-2068960.0,33.0
rxn_188,forward,-305103.0,-305092.0,11.0
rxn_188,reverse,-305150.0,-305092.0,58.0
rxn_1880,forward,-2172180.0,-2172110.0,70.0
rxn_1880,reverse,-2172147.0,-2172110.0,37.0
rxn_1881,forward,-1459313.0,-1459300.0,13.0
rxn_1881,reverse,-1459383.0,-1459300.0,83.0
rxn_1882,forward,-1562491.0,-1562470.0,21.0
rxn_1882,reverse,-1562545.0,-1562470.0,75.0
rxn_1883,forward,-1662496.0,-1662440.0,56.0
rxn_1883,reverse,-1662515.0,-1662440.0,75.0
rxn_1884,forward,-1862602.0,-1862600.0,2.0
rxn_1884,reverse,-1862681.0,-1862600.0,81.0
rxn_1886,forward,-2404900.0,-2404850.0,50.0
rxn_1886,reverse,-2404910.0,-2404850.0,60.0
rxn_1887,forward,-2611220.0,-2611180.0,40.0
rxn_1887,reverse,-2611210.0,-2611180.0,30.0
rxn_1888,forward,-2504920.0,-2504850.0,70.0
rxn_1888,reverse,-2504870.0,-2504850.0,20.0
rxn_1889,forward,-2608090.0,-2608000.0,90.0
rxn_1889,reverse,-2608020.0,-2608000.0,20.0
rxn_189,forward,-502481.0,-502377.0,104.0
rxn_189,reverse,-502388.0,-502377.0,11.0
rxn_1890,forward,-2711270.0,-2711160.0,110.0
rxn_1890,reverse,-2711180.0,-2711160.0,20.0
rxn_1891,forward,-2504820.0,-2504810.0,10.0
rxn_1891,reverse,-2504870.0,-2504810.0,60.0
rxn_1892,forward,-2604850.0,-2604770.0,80.0
rxn_1892,reverse,-2604840.0,-2604770.0,70.0
rxn_1893,forward,-2608070.0,-2607980.0,90.0
rxn_1893,reverse,-2608020.0,-2607980.0,40.0
rxn_1894,forward,-2711230.0,-2711140.0,90.0
rxn_1894,reverse,-2711170.0,-2711140.0,30.0
rxn_1895,forward,-3550440.0,-3550330.0,110.0
rxn_1895,reverse,-3550340.0,-3550330.0,10.0
rxn_1896,forward,-3653610.0,-3653480.0,130.0
rxn_1896,reverse,-3653500.0,-3653480.0,20.0
rxn_1897,forward,-2604820.0,-2604740.0,80.0
rxn_1897,reverse,-2604770.0,-2604740.0,30.0
rxn_1898,forward,-2707980.0,-2707900.0,80.0
rxn_1898,reverse,-2707930.0,-2707900.0,30.0
rxn_190,forward,-500975.0,-500751.0,224.0
rxn_190,reverse,-500733.0,-500751.0,-18.0
rxn_1900,forward,-3114510.0,-3114440.0,70.0
rxn_1900,reverse,-3114470.0,-3114440.0,30.0
rxn_1901,forward,-2401700.0,-2401650.0,50.0
rxn_1901,reverse,-2401690.0,-2401650.0,40.0
rxn_1902,forward,-2504880.0,-2504830.0,50.0
rxn_1902,reverse,-2504870.0,-2504830.0,40.0
rxn_1903,forward,-3447240.0,-3447180.0,60.0
rxn_1903,reverse,-3447210.0,-3447180.0,30.0
rxn_1904,forward,-2604870.0,-2604800.0,70.0
rxn_1904,reverse,-2604840.0,-2604800.0,40.0
rxn_1907,forward,-1462549.0,-1462520.0,29.0
rxn_1907,reverse,-1462607.0,-1462520.0,87.0
rxn_1908,forward,-1565708.0,-1565680.0,28.0
rxn_1908,reverse,-1565747.0,-1565680.0,67.0
rxn_1909,forward,-1556102.0,-1556050.0,52.0
rxn_1909,reverse,-1556110.0,-1556050.0,60.0
rxn_191,forward,-305049.75,-305023.0,26.75
rxn_191,reverse,-305086.16,-305023.0,63.15999999997439
rxn_1910,forward,-1668872.0,-1668840.0,32.0
rxn_1910,reverse,-1668897.0,-1668840.0,57.0
rxn_1911,forward,-1772038.0,-1772010.0,28.0
rxn_1911,reverse,-1772053.0,-1772010.0,43.0
rxn_1913,forward,-1768888.0,-1768820.0,68.0
rxn_1913,reverse,-1768854.0,-1768820.0,34.0
rxn_1914,forward,-1872052.0,-1871980.0,72.0
rxn_1914,reverse,-1872009.0,-1871980.0,29.0
rxn_1915,forward,-1868882.0,-1868790.0,92.0
rxn_1915,reverse,-1868810.0,-1868790.0,20.0
rxn_1916,forward,-1972042.0,-1971950.0,92.0
rxn_1916,reverse,-1971963.0,-1971950.0,13.0
rxn_1918,forward,-1765639.0,-1765590.0,49.0
rxn_1918,reverse,-1765619.0,-1765590.0,29.0
rxn_192,forward,-305049.75,-305008.0,41.75
rxn_192,reverse,-305059.16,-305008.0,51.15999999997439
rxn_1920,forward,-1862378.0,-1862310.0,68.0
rxn_1920,reverse,-1862325.0,-1862310.0,15.0
rxn_1921,forward,-1965543.0,-1965470.0,73.0
rxn_1921,reverse,-1965478.0,-1965470.0,8.0
rxn_1922,forward,-2069008.0,-2068960.0,48.0
rxn_1922,reverse,-2069004.0,-2068960.0,44.0
rxn_1923,forward,-2172171.0,-2172120.0,51.0
rxn_1923,reverse,-2172153.0,-2172120.0,33.0
rxn_1926,forward,-1665641.0,-1665630.0,11.0
rxn_1926,reverse,-1665705.0,-1665630.0,75.0
rxn_1927,forward,-1765646.0,-1765600.0,46.0
rxn_1927,reverse,-1765675.0,-1765600.0,75.0
rxn_1928,forward,-1965752.0,-1965750.0,2.0
rxn_1928,reverse,-1965841.0,-1965750.0,91.0
rxn_193,forward,-500829.0,-500829.0,0.0
rxn_193,reverse,-500860.0,-500829.0,31.0
rxn_1930,forward,-2508050.0,-2508010.0,40.0
rxn_1930,reverse,-2508070.0,-2508010.0,60.0
rxn_1931,forward,-2611210.0,-2611180.0,30.0
rxn_1931,reverse,-2611220.0,-2611180.0,40.0
rxn_1933,forward,-2711240.0,-2711170.0,70.0
rxn_1933,reverse,-2711180.0,-2711170.0,10.0
rxn_1935,forward,-2607970.0,-2607960.0,10.0
rxn_1935,reverse,-2608030.0,-2607960.0,70.0
rxn_1936,forward,-2708000.0,-2707940.0,60.0
rxn_1936,reverse,-2708000.0,-2707940.0,60.0
rxn_1937,forward,-2711220.0,-2711140.0,80.0
rxn_1937,reverse,-2711180.0,-2711140.0,40.0
rxn_1938,forward,-2814380.0,-2814310.0,70.0
rxn_1938,reverse,-2814330.0,-2814310.0,20.0
rxn_194,forward,-500829.0,-500813.0,16.0
rxn_194,reverse,-500833.0,-500813.0,20.0
rxn_1940,forward,-3756760.0,-3756650.0,110.0
rxn_1940,reverse,-3756660.0,-3756650.0,10.0
rxn_1941,forward,-2707970.0,-2707910.0,60.0
rxn_1941,reverse,-2707930.0,-2707910.0,20.0
rxn_1942,forward,-2811130.0,-2811070.0,60.0
rxn_1942,reverse,-2811090.0,-2811070.0,20.0
rxn_1945,forward,-2504850.0,-2504810.0,40.0
rxn_1945,reverse,-2504850.0,-2504810.0,40.0
rxn_1946,forward,-2608030.0,-2607990.0,40.0
rxn_1946,reverse,-2608030.0,-2607990.0,40.0
rxn_1947,forward,-3550390.0,-3550340.0,50.0
rxn_1947,reverse,-3550370.0,-3550340.0,30.0
rxn_1948,forward,-2708020.0,-2707960.0,60.0
rxn_1948,reverse,-2708000.0,-2707960.0,40.0
rxn_1949,forward,-2704780.0,-2704720.0,60.0
rxn_1949,reverse,-2704740.0,-2704720.0,20.0
rxn_1950,forward,-1253009.75,-1252990.0,19.75
rxn_1950,reverse,-1253102.16,-1252990.0,112.15999999991618
rxn_1951,forward,-1356209.0,-1356180.0,29.0
rxn_1951,reverse,-1356307.0,-1356180.0,127.0
rxn_1952,forward,-1459368.0,-1459350.0,18.0
rxn_1952,reverse,-1459447.0,-1459350.0,97.0
rxn_1954,forward,-1659252.0,-1659210.0,42.0
rxn_1954,reverse,-1659270.0,-1659210.0,60.0
rxn_1957,forward,-1662548.0,-1662490.0,58.0
rxn_1957,reverse,-1662554.0,-1662490.0,64.0
rxn_1958,forward,-1765712.0,-1765650.0,62.0
rxn_1958,reverse,-1765709.0,-1765650.0,59.0
rxn_1959,forward,-1762542.0,-1762450.0,92.0
rxn_1959,reverse,-1762510.0,-1762450.0,60.0
rxn_196,forward,-502564.0,-502571.0,-7.0
rxn_196,reverse,-502627.0,-502571.0,56.0
rxn_1960,forward,-1865702.0,-1865620.0,82.0
rxn_1960,reverse,-1865663.0,-1865620.0,43.0
rxn_1962,forward,-1659299.0,-1659240.0,59.0
rxn_1962,reverse,-1659319.0,-1659240.0,79.0
rxn_1963,forward,-1762465.0,-1762410.0,55.0
rxn_1963,reverse,-1762473.0,-1762410.0,63.0
rxn_1964,forward,-1756038.0,-1755960.0,78.0
rxn_1964,reverse,-1756025.0,-1755960.0,65.0
rxn_1965,forward,-1859203.0,-1859130.0,73.0
rxn_1965,reverse,-1859178.0,-1859130.0,48.0
rxn_1966,forward,-1962668.0,-1962630.0,38.0
rxn_1966,reverse,-1962704.0,-1962630.0,74.0
rxn_1967,forward,-2065831.0,-2065790.0,41.0
rxn_1967,reverse,-2065853.0,-2065790.0,63.0
